timestamp,client_id,round,round_start,round_end,round_duration_s
2026-07-29T12:50:04.872,10.42.0.1,1,1785343451.914572,1785343804.8726773,352.95810532569885
2026-07-29T12:50:04.925,10.42.0.145,1,1785343629.1575341,1785343804.925654,175.76811981201172
2026-07-29T12:50:04.940,10.42.0.47,1,1785343797.2142248,1785343804.9402175,7.725992679595947
2026-07-29T12:50:04.944,10.42.0.210,1,1785343495.3594534,1785343804.9441314,309.5846779346466
2026-07-29T12:50:04.947,10.42.0.59,1,1785343451.7951212,1785343804.9472833,353.1521620750427
2026-07-29T12:50:04.959,10.42.0.18,1,1785343788.3975618,1785343804.9598901,16.562328338623047
2026-07-29T12:50:11.401,10.42.0.1,2,1785343804.8726773,1785343811.4011369,6.528459548950195
2026-07-29T12:50:11.425,10.42.0.210,2,1785343804.9441314,1785343811.425889,6.481757640838623
2026-07-29T12:50:11.465,10.42.0.18,2,1785343804.9598901,1785343811.4657586,6.505868434906006
2026-07-29T12:50:11.646,10.42.0.145,2,1785343804.925654,1785343811.646474,6.72081995010376
2026-07-29T12:50:11.688,10.42.0.59,2,1785343804.9472833,1785343811.6884403,6.741157054901123
2026-07-29T12:50:11.693,10.42.0.47,2,1785343804.9402175,1785343811.6939173,6.753699779510498
2026-07-29T12:50:16.991,10.42.0.1,3,1785343811.4011369,1785343816.9912455,5.590108633041382
2026-07-29T12:50:17.019,10.42.0.210,3,1785343811.425889,1785343817.0197082,5.5938191413879395
2026-07-29T12:50:17.071,10.42.0.18,3,1785343811.4657586,1785343817.071008,5.605249404907227
2026-07-29T12:50:17.178,10.42.0.59,3,1785343811.6884403,1785343817.1784904,5.4900500774383545
2026-07-29T12:50:17.447,10.42.0.47,3,1785343811.6939173,1785343817.4477458,5.753828525543213
2026-07-29T12:50:17.469,10.42.0.145,3,1785343811.646474,1785343817.4698317,5.823357820510864
2026-07-29T12:50:23.344,10.42.0.1,4,1785343816.9912455,1785343823.3440135,6.3527679443359375
2026-07-29T12:50:23.377,10.42.0.47,4,1785343817.4477458,1785343823.3777332,5.92998743057251
2026-07-29T12:50:23.387,10.42.0.18,4,1785343817.071008,1785343823.3879826,6.316974639892578
2026-07-29T12:50:23.391,10.42.0.210,4,1785343817.0197082,1785343823.3915718,6.371863603591919
2026-07-29T12:50:23.427,10.42.0.145,4,1785343817.4698317,1785343823.4276817,5.957849979400635
2026-07-29T12:50:23.639,10.42.0.59,4,1785343817.1784904,1785343823.6394653,6.460974931716919
2026-07-29T12:50:30.022,10.42.0.1,5,1785343823.3440135,1785343830.0229857,6.678972244262695
2026-07-29T12:50:30.057,10.42.0.210,5,1785343823.3915718,1785343830.057056,6.665484189987183
2026-07-29T12:50:30.067,10.42.0.59,5,1785343823.6394653,1785343830.0672977,6.427832365036011
2026-07-29T12:50:30.074,10.42.0.47,5,1785343823.3777332,1785343830.0743978,6.696664571762085
2026-07-29T12:50:30.078,10.42.0.145,5,1785343823.4276817,1785343830.0785782,6.6508965492248535
