timestamp,client_id,round,round_start,round_end,round_duration_s
2026-07-28T22:49:07.092,10.42.0.1,1,1785293184.4219193,1785293347.0927088,162.67078948020935
2026-07-28T22:49:07.124,10.42.0.145,1,1785293281.6039608,1785293347.1242151,65.52025437355042
2026-07-28T22:49:07.127,10.42.0.18,1,1785293342.3290694,1785293347.1274047,4.798335313796997
2026-07-28T22:49:07.133,10.42.0.210,1,1785293249.4629028,1785293347.1339955,97.67109274864197
2026-07-28T22:49:07.146,10.42.0.59,1,1785293184.3809328,1785293347.1469388,162.7660059928894
2026-07-28T22:49:07.167,10.42.0.47,1,1785293319.52845,1785293347.1675515,27.63910150527954
2026-07-28T22:49:11.125,10.42.0.1,2,1785293347.0927088,1785293351.1257343,4.033025503158569
2026-07-28T22:49:11.158,10.42.0.47,2,1785293347.1675515,1785293351.1583664,3.9908149242401123
2026-07-28T22:49:11.162,10.42.0.145,2,1785293347.1242151,1785293351.1624916,4.038276433944702
2026-07-28T22:49:11.166,10.42.0.59,2,1785293347.1469388,1785293351.1668146,4.019875764846802
2026-07-28T22:49:11.169,10.42.0.18,2,1785293347.1274047,1785293351.16908,4.041675329208374
2026-07-28T22:49:11.173,10.42.0.210,2,1785293347.1339955,1785293351.1730852,4.039089679718018
2026-07-28T22:49:13.785,10.42.0.1,3,1785293351.1257343,1785293353.785471,2.6597366333007812
2026-07-28T22:49:13.818,10.42.0.18,3,1785293351.16908,1785293353.8187795,2.6496994495391846
2026-07-28T22:49:13.820,10.42.0.210,3,1785293351.1730852,1785293353.820413,2.6473278999328613
2026-07-28T22:49:13.832,10.42.0.47,3,1785293351.1583664,1785293353.832478,2.6741116046905518
2026-07-28T22:49:13.846,10.42.0.59,3,1785293351.1668146,1785293353.8461535,2.6793389320373535
2026-07-28T22:49:15.912,10.42.0.1,4,1785293353.785471,1785293355.9120452,2.1265742778778076
2026-07-28T22:49:15.948,10.42.0.18,4,1785293353.8187795,1785293355.948004,2.1292245388031006
2026-07-28T22:49:15.951,10.42.0.47,4,1785293353.832478,1785293355.9511251,2.1186470985412598
2026-07-28T22:49:15.959,10.42.0.59,4,1785293353.8461535,1785293355.959137,2.112983465194702
2026-07-28T22:49:15.962,10.42.0.210,4,1785293353.820413,1785293355.9627905,2.1423773765563965
2026-07-28T22:49:18.290,10.42.0.1,5,1785293355.9120452,1785293358.2906778,2.3786325454711914
2026-07-28T22:49:18.325,10.42.0.18,5,1785293355.948004,1785293358.3253405,2.3773365020751953
2026-07-28T22:49:18.328,10.42.0.210,5,1785293355.9627905,1785293358.3285594,2.3657689094543457
2026-07-28T22:49:18.332,10.42.0.47,5,1785293355.9511251,1785293358.3326728,2.381547689437866
2026-07-28T22:49:18.333,10.42.0.145,3,1785293351.1624916,1785293358.3333702,7.170878648757935
2026-07-28T22:49:21.644,10.42.0.1,6,1785293358.2906778,1785293361.6443968,3.3537189960479736
2026-07-28T22:49:21.682,10.42.0.210,6,1785293358.3285594,1785293361.6827474,3.3541879653930664
2026-07-28T22:49:21.710,10.42.0.18,6,1785293358.3253405,1785293361.7107458,3.3854053020477295
2026-07-28T22:49:21.724,10.42.0.47,6,1785293358.3326728,1785293361.7243125,3.3916397094726562
2026-07-28T22:49:23.825,10.42.0.1,7,1785293361.6443968,1785293363.8250208,2.180624008178711
2026-07-28T22:49:23.853,10.42.0.210,7,1785293361.6827474,1785293363.85335,2.170602560043335
2026-07-28T22:49:23.860,10.42.0.18,7,1785293361.7107458,1785293363.860484,2.149738073348999
2026-07-28T22:49:23.871,10.42.0.47,7,1785293361.7243125,1785293363.8716757,2.1473631858825684
2026-07-28T22:49:31.787,10.42.0.1,8,1785293363.8250208,1785293371.7877328,7.962712049484253
2026-07-28T22:49:31.817,10.42.0.210,8,1785293363.85335,1785293371.8174694,7.9641194343566895
2026-07-28T22:49:31.823,10.42.0.145,4,1785293358.3333702,1785293371.823452,13.490081787109375
2026-07-28T22:49:31.828,10.42.0.18,8,1785293363.860484,1785293371.8289027,7.968418836593628
2026-07-28T22:49:31.836,10.42.0.59,5,1785293355.959137,1785293371.8361917,15.877054691314697
2026-07-28T22:49:31.854,10.42.0.47,8,1785293363.8716757,1785293371.8542974,7.982621669769287
2026-07-28T22:49:34.142,10.42.0.1,9,1785293371.7877328,1785293374.1429834,2.355250597000122
2026-07-28T22:49:34.172,10.42.0.18,9,1785293371.8289027,1785293374.172992,2.3440892696380615
2026-07-28T22:49:34.178,10.42.0.59,6,1785293371.8361917,1785293374.1783867,2.3421950340270996
2026-07-28T22:49:34.182,10.42.0.47,9,1785293371.8542974,1785293374.1829653,2.3286678791046143
2026-07-28T22:49:34.187,10.42.0.210,9,1785293371.8174694,1785293374.1879065,2.3704371452331543
2026-07-28T22:49:36.423,10.42.0.1,10,1785293374.1429834,1785293376.4237578,2.2807743549346924
2026-07-28T22:49:36.450,10.42.0.145,5,1785293371.823452,1785293376.4504163,4.626964330673218
