timestamp_utc,ts_wall_ns,ts_mono_ns,host,pid,process_cpu_percent,system_cpu_percent,process_rss_mb,system_memory_percent,gpu_percent,gpu_memory_mb,power_watts,temperature_c
2026-07-29T20:16:20Z,1785356180545481619,1444848762197742,lawrence-Latitude-5400,805899,532.1,0.0,50.79296875,49.1,,,,
2026-07-29T20:16:21Z,1785356181550342581,1444849767060212,lawrence-Latitude-5400,805899,0.0,27.1,51.1171875,49.1,,,,
2026-07-29T20:16:22Z,1785356182551497569,1444850768214043,lawrence-Latitude-5400,805899,0.0,25.7,51.12109375,49.0,,,,
2026-07-29T20:16:23Z,1785356183552584551,1444851769299011,lawrence-Latitude-5400,805899,0.0,25.6,51.12109375,55.5,,,,
2026-07-29T20:16:24Z,1785356184553663972,1444852770384950,lawrence-Latitude-5400,805899,1.0,31.0,51.12109375,52.8,,,,
2026-07-29T20:16:25Z,1785356185554857445,1444853771570377,lawrence-Latitude-5400,805899,0.0,27.8,51.12109375,59.1,,,,
2026-07-29T20:16:26Z,1785356186555803913,1444854772517517,lawrence-Latitude-5400,805899,0.0,25.8,51.12109375,55.0,,,,
2026-07-29T20:16:27Z,1785356187556776560,1444855773498106,lawrence-Latitude-5400,805899,0.0,25.5,51.12109375,56.4,,,,
2026-07-29T20:16:28Z,1785356188558037848,1444856774749091,lawrence-Latitude-5400,805899,0.0,29.9,51.12109375,50.8,,,,
2026-07-29T20:16:29Z,1785356189558908976,1444857775618004,lawrence-Latitude-5400,805899,0.0,33.5,51.12109375,50.7,,,,
2026-07-29T20:16:30Z,1785356190559707427,1444858776422242,lawrence-Latitude-5400,805899,0.0,26.6,51.12109375,50.5,,,,
2026-07-29T20:16:31Z,1785356191560601394,1444859777314755,lawrence-Latitude-5400,805899,0.0,26.0,51.12109375,50.4,,,,
2026-07-29T20:16:32Z,1785356192561531666,1444860778244379,lawrence-Latitude-5400,805899,0.0,26.0,51.12109375,50.2,,,,
2026-07-29T20:16:33Z,1785356193562438676,1444861779154247,lawrence-Latitude-5400,805899,0.0,29.8,51.12109375,50.1,,,,
2026-07-29T20:16:34Z,1785356194563540777,1444862780257462,lawrence-Latitude-5400,805899,1.0,25.3,51.12109375,50.0,,,,
2026-07-29T20:16:35Z,1785356195564621835,1444863781338897,lawrence-Latitude-5400,805899,0.0,25.3,51.12109375,49.9,,,,
2026-07-29T20:16:36Z,1785356196565743964,1444864782455768,lawrence-Latitude-5400,805899,0.0,25.5,51.12109375,49.8,,,,
2026-07-29T20:16:37Z,1785356197566591508,1444865783306157,lawrence-Latitude-5400,805899,0.0,30.4,51.12109375,54.0,,,,
2026-07-29T20:16:38Z,1785356198567458727,1444866784171004,lawrence-Latitude-5400,805899,0.0,25.3,51.12109375,57.8,,,,
2026-07-29T20:16:39Z,1785356199568359728,1444867785072324,lawrence-Latitude-5400,805899,0.0,25.8,51.12109375,53.0,,,,
2026-07-29T20:16:40Z,1785356200569281421,1444868785996184,lawrence-Latitude-5400,805899,0.0,25.4,51.12109375,53.1,,,,
2026-07-29T20:16:41Z,1785356201570229615,1444869786944429,lawrence-Latitude-5400,805899,0.0,30.8,51.12109375,55.0,,,,
2026-07-29T20:16:42Z,1785356202571129526,1444870787844813,lawrence-Latitude-5400,805899,0.0,33.9,51.12109375,49.7,,,,
2026-07-29T20:16:43Z,1785356203572047214,1444871788766466,lawrence-Latitude-5400,805899,0.0,38.0,51.12109375,49.7,,,,
2026-07-29T20:16:44Z,1785356204573289190,1444872790010170,lawrence-Latitude-5400,805899,1.0,38.3,51.12109375,49.4,,,,
2026-07-29T20:16:45Z,1785356205574204826,1444873790918142,lawrence-Latitude-5400,805899,0.0,30.2,51.12109375,49.2,,,,
2026-07-29T20:16:46Z,1785356206575197153,1444874791909702,lawrence-Latitude-5400,805899,0.0,25.2,51.125,49.1,,,,
2026-07-29T20:16:47Z,1785356207576146493,1444875792859277,lawrence-Latitude-5400,805899,0.0,25.7,51.125,49.0,,,,
2026-07-29T20:16:48Z,1785356208577067307,1444876793777785,lawrence-Latitude-5400,805899,0.0,25.5,51.125,48.8,,,,
2026-07-29T20:16:49Z,1785356209577959411,1444877794674636,lawrence-Latitude-5400,805899,0.0,25.8,51.125,48.8,,,,
2026-07-29T20:16:50Z,1785356210578884235,1444878795597827,lawrence-Latitude-5400,805899,0.0,30.1,51.125,48.9,,,,
2026-07-29T20:16:51Z,1785356211579821466,1444879796538908,lawrence-Latitude-5400,805899,0.0,25.5,51.125,55.4,,,,
2026-07-29T20:16:52Z,1785356212580711542,1444880797423619,lawrence-Latitude-5400,805899,0.0,25.4,51.125,58.8,,,,
2026-07-29T20:16:53Z,1785356213581511097,1444881798224121,lawrence-Latitude-5400,805899,0.0,25.5,51.125,54.4,,,,
2026-07-29T20:16:54Z,1785356214582361585,1444882799073271,lawrence-Latitude-5400,805899,0.0,29.9,51.125,55.3,,,,
2026-07-29T20:16:55Z,1785356215583235911,1444883799950308,lawrence-Latitude-5400,805899,1.0,24.0,51.125,50.1,,,,
2026-07-29T20:16:56Z,1785356216584134130,1444884800847276,lawrence-Latitude-5400,805899,0.0,35.5,51.125,50.1,,,,
2026-07-29T20:16:57Z,1785356217585058714,1444885801772034,lawrence-Latitude-5400,805899,0.0,26.7,51.125,49.9,,,,
2026-07-29T20:16:58Z,1785356218585937630,1444886802649879,lawrence-Latitude-5400,805899,0.0,30.1,51.125,49.8,,,,
2026-07-29T20:16:59Z,1785356219586855037,1444887803570704,lawrence-Latitude-5400,805899,0.0,25.5,51.125,49.7,,,,
2026-07-29T20:17:00Z,1785356220587784911,1444888804501092,lawrence-Latitude-5400,805899,0.0,25.5,51.125,49.6,,,,
2026-07-29T20:17:01Z,1785356221588792408,1444889805504988,lawrence-Latitude-5400,805899,0.0,25.5,51.125,49.5,,,,
2026-07-29T20:17:02Z,1785356222589693355,1444890806406923,lawrence-Latitude-5400,805899,1.0,29.9,51.125,49.3,,,,
