bundle_id,client_ip,round,upload_start_s,upload_end_s,upload_duration_s,triggered_inside,trigger_count_inside,first_trigger_s,trigger_latency_s,ground_truth_quality
bundle_0320,10.42.0.47,39,1784680914.822651,1784680914.9227996,0.10014867782592773,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,40,1784680924.6655726,1784680924.76586,0.10028743743896484,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,41,1784680934.2023704,1784680934.3026142,0.10024380683898926,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,42,1784680943.2520158,1784680943.3522916,0.10027575492858887,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,43,1784680953.4474046,1784680953.5475388,0.10013413429260254,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,44,1784680960.2545586,1784680960.3547275,0.10016894340515137,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,45,1784680962.3003497,1784680962.40066,0.1003103256225586,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,46,1784680964.3571398,1784680964.4573388,0.10019898414611816,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,47,1784680966.2360842,1784680966.336372,0.10028767585754395,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,48,1784680968.4995446,1784680968.5996993,0.10015463829040527,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,49,1784680970.4583402,1784680970.5586343,0.10029411315917969,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,50,1784680972.3992355,1784680972.4994133,0.10017776489257812,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,51,1784680974.424232,1784680974.5245025,0.10027050971984863,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,52,1784680976.4219935,1784680976.5222151,0.10022163391113281,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,53,1784680978.4218562,1784680978.5220609,0.1002047061920166,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,54,1784680980.4838183,1784680980.5840828,0.1002645492553711,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,55,1784680982.7347558,1784680982.8350277,0.10027194023132324,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,56,1784680984.816855,1784680984.9171212,0.1002662181854248,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,57,1784680987.055148,1784680987.155343,0.10019516944885254,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,58,1784680989.013733,1784680989.114005,0.10027217864990234,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,59,1784680991.112474,1784680991.2126307,0.10015678405761719,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,60,1784680993.0990877,1784680993.1993582,0.10027050971984863,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,61,1784680995.112602,1784680995.2127783,0.10017633438110352,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,62,1784680997.116139,1784680997.216335,0.10019612312316895,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,63,1784680999.300875,1784680999.4011426,0.10026764869689941,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,64,1784681001.2059152,1784681001.306101,0.10018587112426758,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,65,1784681003.1899896,1784681003.2901747,0.10018515586853027,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,66,1784681005.1805112,1784681005.2806458,0.10013461112976074,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,67,1784681007.2166274,1784681007.316777,0.10014963150024414,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,68,1784681009.4292495,1784681009.5295558,0.10030627250671387,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,69,1784681011.5077474,1784681011.6080194,0.10027194023132324,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,70,1784681013.584252,1784681013.684517,0.1002647876739502,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,71,1784681015.5921102,1784681015.6923783,0.10026812553405762,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,72,1784681017.5477967,1784681017.648065,0.10026836395263672,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,73,1784681019.5078833,1784681019.608163,0.1002798080444336,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,74,1784681021.5577996,1784681021.658077,0.10027742385864258,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,75,1784681023.6698651,1784681023.7701306,0.1002655029296875,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,76,1784681025.644248,1784681025.7445664,0.10031843185424805,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,77,1784681027.6293876,1784681027.729623,0.1002354621887207,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,78,1784681029.674165,1784681029.7743175,0.10015249252319336,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,79,1784681031.449602,1784681031.5498505,0.10024857521057129,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,80,1784681033.629176,1784681033.729453,0.10027718544006348,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,81,1784681035.5558808,1784681035.6560757,0.10019493103027344,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,82,1784681037.3733983,1784681037.4735491,0.10015082359313965,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,83,1784681039.5498571,1784681039.65013,0.10027289390563965,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,84,1784681041.6258097,1784681041.7260785,0.10026884078979492,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,85,1784681043.989097,1784681044.089311,0.10021376609802246,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,86,1784681045.620709,1784681045.7208903,0.10018134117126465,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,87,1784681047.780507,1784681047.88066,0.10015296936035156,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,88,1784681049.481572,1784681049.5817587,0.10018682479858398,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,89,1784681051.5861623,1784681051.686461,0.10029864311218262,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,90,1784681053.6249392,1784681053.7252145,0.10027527809143066,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,91,1784681055.7374873,1784681055.837679,0.10019159317016602,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,92,1784681057.5921533,1784681057.6924822,0.10032892227172852,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,93,1784681059.4492917,1784681059.5495598,0.10026812553405762,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,94,1784681061.3560345,1784681061.456245,0.10021042823791504,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,95,1784681063.2727523,1784681063.372928,0.10017561912536621,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,96,1784681065.3141882,1784681065.414467,0.10027885437011719,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,97,1784681067.2170503,1784681067.3173146,0.10026431083679199,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,98,1784681069.1174476,1784681069.217665,0.10021734237670898,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,99,1784681071.0907843,1784681071.1910045,0.1002202033996582,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,100,1784681073.1030126,1784681073.2033432,0.10033059120178223,False,0,,,client_serialization_interval_only
