bundle_id,client_ip,round,upload_start_s,upload_end_s,upload_duration_s,triggered_inside,trigger_count_inside,first_trigger_s,trigger_latency_s,ground_truth_quality
bundle_0320,10.42.0.47,1,1784680634.6188087,1784680634.7189655,0.10015678405761719,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,2,1784680638.1543505,1784680638.2546575,0.10030698776245117,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,3,1784680640.215849,1784680640.3160274,0.10017848014831543,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,4,1784680642.1270502,1784680642.2273223,0.10027217864990234,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,5,1784680644.3787563,1784680644.4790225,0.1002662181854248,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,6,1784680646.5652046,1784680646.6655133,0.10030865669250488,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,7,1784680648.8345554,1784680648.9347315,0.10017609596252441,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,8,1784680650.5669713,1784680650.6671195,0.10014820098876953,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,9,1784680652.853178,1784680652.953483,0.10030508041381836,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,10,1784680655.5914187,1784680655.6916132,0.10019445419311523,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,11,1784680658.9508698,1784680659.0511403,0.10027050971984863,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,12,1784680661.3157225,1784680661.4159915,0.10026907920837402,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,13,1784680666.1206858,1784680666.2208743,0.1001884937286377,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,14,1784680676.4884555,1784680676.5886545,0.10019898414611816,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,15,1784680685.831629,1784680685.9317794,0.10015034675598145,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,16,1784680694.7222242,1784680694.8224142,0.1001899242401123,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,17,1784680704.0074997,1784680704.1076534,0.10015368461608887,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,18,1784680713.8259969,1784680713.9261792,0.10018229484558105,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,19,1784680723.0733497,1784680723.1735506,0.10020089149475098,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,20,1784680733.589297,1784680733.6895025,0.1002054214477539,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,21,1784680744.952221,1784680745.0525415,0.10032057762145996,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,22,1784680753.7198172,1784680753.820084,0.10026693344116211,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,23,1784680762.9313552,1784680763.031665,0.10030984878540039,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,24,1784680772.0361798,1784680772.136495,0.10031533241271973,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,25,1784680782.5663764,1784680782.6665356,0.1001591682434082,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,26,1784680792.1980937,1784680792.2983367,0.10024309158325195,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,27,1784680801.9371517,1784680802.0376096,0.10045790672302246,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,28,1784680810.3337195,1784680810.433989,0.10026955604553223,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,29,1784680821.3360212,1784680821.4362943,0.10027313232421875,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,30,1784680830.0012572,1784680830.1014085,0.10015130043029785,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,31,1784680837.9182518,1784680838.018564,0.1003122329711914,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,32,1784680845.8577633,1784680845.957983,0.1002197265625,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,33,1784680855.2209928,1784680855.3211422,0.10014939308166504,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,34,1784680865.048064,1784680865.1483352,0.10027122497558594,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,35,1784680874.0400298,1784680874.140223,0.10019326210021973,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,36,1784680883.475193,1784680883.5754626,0.10026955604553223,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,37,1784680894.1007986,1784680894.2009892,0.10019063949584961,False,0,,,client_serialization_interval_only
bundle_0320,10.42.0.47,38,1784680904.7282674,1784680904.828609,0.1003415584564209,False,0,,,client_serialization_interval_only
