bundle_id,client_ip,round,upload_start_s,upload_end_s,upload_duration_s,triggered_inside,trigger_count_inside,first_trigger_s,trigger_latency_s,ground_truth_quality
bundle_0647,10.42.0.47,1,1785045927.282684,1785045927.382903,0.1002190113067627,False,0,,,client_serialization_interval_only
bundle_0647,10.42.0.47,2,1785045937.1671257,1785045937.267419,0.10029339790344238,False,0,,,client_serialization_interval_only
bundle_0647,10.42.0.47,3,1785045944.5573847,1785045944.6576908,0.10030603408813477,False,0,,,client_serialization_interval_only
bundle_0647,10.42.0.47,4,1785045955.337333,1785045955.4376276,0.10029458999633789,False,0,,,client_serialization_interval_only
bundle_0647,10.42.0.47,5,1785045964.664982,1785045964.765205,0.10022282600402832,False,0,,,client_serialization_interval_only
bundle_0647,10.42.0.47,6,1785045972.4215446,1785045972.5219233,0.10037875175476074,False,0,,,client_serialization_interval_only
bundle_0647,10.42.0.47,7,1785045982.9565384,1785045983.0568483,0.10030984878540039,False,0,,,client_serialization_interval_only
bundle_0647,10.42.0.47,8,1785045990.517705,1785045990.6179197,0.10021471977233887,False,0,,,client_serialization_interval_only
bundle_0647,10.42.0.47,9,1785046001.4310818,1785046001.5313802,0.10029840469360352,False,0,,,client_serialization_interval_only
bundle_0647,10.42.0.47,10,1785046008.847767,1785046008.9479525,0.10018539428710938,False,0,,,client_serialization_interval_only
bundle_0647,10.42.0.47,11,1785046020.376401,1785046020.4767938,0.10039281845092773,False,0,,,client_serialization_interval_only
bundle_0647,10.42.0.47,12,1785046026.3189008,1785046026.4191968,0.1002960205078125,False,0,,,client_serialization_interval_only
bundle_0647,10.42.0.47,13,1785046034.63088,1785046034.731174,0.10029387474060059,False,0,,,client_serialization_interval_only
bundle_0647,10.42.0.47,14,1785046043.898111,1785046043.9984088,0.10029768943786621,False,0,,,client_serialization_interval_only
bundle_0647,10.42.0.47,15,1785046051.8807893,1785046051.981001,0.10021162033081055,False,0,,,client_serialization_interval_only
bundle_0647,10.42.0.47,16,1785046060.2272987,1785046060.3275914,0.10029268264770508,False,0,,,client_serialization_interval_only
bundle_0647,10.42.0.47,17,1785046066.8698497,1785046066.9700382,0.1001884937286377,False,0,,,client_serialization_interval_only
bundle_0647,10.42.0.47,18,1785046076.9854088,1785046077.0857162,0.10030746459960938,False,0,,,client_serialization_interval_only
bundle_0647,10.42.0.47,19,1785046084.5038197,1785046084.6043873,0.10056757926940918,False,0,,,client_serialization_interval_only
bundle_0647,10.42.0.47,20,1785046093.260946,1785046093.3611617,0.10021567344665527,False,0,,,client_serialization_interval_only
bundle_0647,10.42.0.47,21,1785046100.0531216,1785046100.153428,0.10030651092529297,False,0,,,client_serialization_interval_only
bundle_0647,10.42.0.47,22,1785046108.901574,1785046109.0018845,0.1003105640411377,False,0,,,client_serialization_interval_only
bundle_0647,10.42.0.47,23,1785046117.3919642,1785046117.4922652,0.10030102729797363,False,0,,,client_serialization_interval_only
bundle_0647,10.42.0.47,24,1785046125.36783,1785046125.468007,0.10017704963684082,False,0,,,client_serialization_interval_only
bundle_0647,10.42.0.47,25,1785046134.2127855,1785046134.3129432,0.1001577377319336,False,0,,,client_serialization_interval_only
bundle_0647,10.42.0.47,26,1785046141.6084838,1785046141.708875,0.10039114952087402,False,0,,,client_serialization_interval_only
