bundle_id,client_ip,round,upload_start_s,upload_end_s,upload_duration_s,triggered_inside,trigger_count_inside,first_trigger_s,trigger_latency_s,ground_truth_quality
bundle_0616,10.42.0.47,1,1785032866.7219508,1785032866.8222497,0.10029888153076172,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,2,1785032875.610401,1785032875.7107167,0.10031580924987793,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,3,1785032882.2097986,1785032882.3099878,0.100189208984375,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,4,1785032890.0064583,1785032890.1068313,0.1003730297088623,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,5,1785032899.296568,1785032899.3968775,0.10030961036682129,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,6,1785032907.3147533,1785032907.4149249,0.10017156600952148,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,7,1785032914.7247405,1785032914.824918,0.10017752647399902,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,8,1785032922.6042542,1785032922.704551,0.1002967357635498,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,9,1785032930.4055562,1785032930.5060525,0.10049629211425781,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,10,1785032938.9006915,1785032939.0012517,0.10056018829345703,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,11,1785032945.9585357,1785032946.0587862,0.1002504825592041,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,12,1785032954.241844,1785032954.3423417,0.10049772262573242,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,13,1785032961.0983613,1785032961.198684,0.10032272338867188,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,14,1785032967.28354,1785032967.3838437,0.10030364990234375,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,15,1785032977.0410748,1785032977.141305,0.10023021697998047,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,16,1785032983.9404438,1785032984.0407436,0.10029983520507812,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,17,1785032990.4953291,1785032990.595632,0.10030293464660645,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,18,1785032999.091031,1785032999.1912143,0.10018324851989746,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,19,1785033006.9625025,1785033007.0629716,0.10046911239624023,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,20,1785033014.7700818,1785033014.870378,0.1002962589263916,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,21,1785033023.2337632,1785033023.3340242,0.10026097297668457,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,22,1785033030.9309585,1785033031.0311766,0.10021805763244629,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,23,1785033038.8169813,1785033038.917289,0.10030770301818848,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,24,1785033046.9738357,1785033047.0740647,0.10022902488708496,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,25,1785033056.667584,1785033056.767805,0.10022115707397461,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,26,1785033063.997034,1785033064.0975838,0.10054969787597656,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,27,1785033071.5421412,1785033071.6424458,0.10030460357666016,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,28,1785033081.5431926,1785033081.6435003,0.10030770301818848,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,29,1785033089.6987326,1785033089.7991753,0.10044264793395996,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,30,1785033097.8115222,1785033097.911829,0.10030674934387207,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,31,1785033106.0364487,1785033106.13675,0.10030126571655273,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,32,1785033114.045918,1785033114.1464424,0.1005244255065918,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,33,1785033121.621412,1785033121.7217164,0.10030436515808105,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,34,1785033130.7440758,1785033130.844638,0.10056233406066895,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,35,1785033138.3239443,1785033138.4241326,0.1001882553100586,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,36,1785033146.0233216,1785033146.1236317,0.10031008720397949,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,37,1785033154.383407,1785033154.4836235,0.10021638870239258,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,38,1785033163.805498,1785033163.905717,0.1002190113067627,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,39,1785033170.939485,1785033171.0397868,0.10030174255371094,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,40,1785033179.0815225,1785033179.1819303,0.10040783882141113,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,41,1785033186.243288,1785033186.3435926,0.10030460357666016,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,42,1785033194.1074908,1785033194.207791,0.10030031204223633,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,43,1785033202.118395,1785033202.218695,0.10029983520507812,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,44,1785033210.3691385,1785033210.4694345,0.1002960205078125,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,45,1785033218.8360589,1785033218.9363556,0.1002967357635498,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,46,1785033227.770693,1785033227.870918,0.10022497177124023,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,47,1785033234.8066716,1785033234.9069235,0.10025191307067871,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,48,1785033244.273342,1785033244.3738382,0.10049629211425781,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,49,1785033252.6070857,1785033252.7073812,0.1002955436706543,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,50,1785033260.101745,1785033260.2019165,0.10017156600952148,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,51,1785033266.6372752,1785033266.7375772,0.10030198097229004,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,52,1785033273.931805,1785033274.0319848,0.10017991065979004,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,53,1785033280.6397614,1785033280.7399132,0.10015177726745605,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,54,1785033288.519374,1785033288.6196935,0.10031962394714355,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,55,1785033296.163524,1785033296.263817,0.10029315948486328,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,56,1785033302.963147,1785033303.0634527,0.10030579566955566,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,57,1785033312.039132,1785033312.1394362,0.10030412673950195,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,58,1785033321.074361,1785033321.1746702,0.10030913352966309,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,59,1785033331.4040723,1785033331.5043695,0.10029721260070801,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,60,1785033339.2580192,1785033339.358208,0.1001887321472168,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,61,1785033347.3457692,1785033347.4459324,0.10016322135925293,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,62,1785033357.624637,1785033357.7249112,0.10027432441711426,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,63,1785033365.9484017,1785033366.0486362,0.1002345085144043,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,64,1785033374.0238848,1785033374.124452,0.10056734085083008,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,65,1785033381.8385403,1785033381.9389534,0.10041308403015137,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,66,1785033390.0659137,1785033390.1662104,0.1002967357635498,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,67,1785033399.58316,1785033399.683459,0.10029911994934082,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,68,1785033406.6748528,1785033406.7750764,0.10022354125976562,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,69,1785033415.600155,1785033415.7004511,0.1002960205078125,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,70,1785033422.0375483,1785033422.1378496,0.10030126571655273,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,71,1785033431.4266372,1785033431.5269244,0.10028719902038574,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,72,1785033440.225658,1785033440.325917,0.10025906562805176,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,73,1785033448.7561986,1785033448.856419,0.1002204418182373,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,74,1785033457.4083788,1785033457.5088255,0.10044670104980469,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,75,1785033464.0200553,1785033464.1203544,0.10029911994934082,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,76,1785033474.140835,1785033474.241035,0.10019993782043457,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,77,1785033484.8656018,1785033484.9659114,0.10030961036682129,False,0,,,client_serialization_interval_only
bundle_0616,10.42.0.47,78,1785033491.970068,1785033492.0706403,0.10057234764099121,False,0,,,client_serialization_interval_only
