bundle_id,condition,round,source,global_accuracy,global_macro_f1,global_loss,aggregation_duration_s,evaluation_duration_s,phase_duration_s,accuracy,f1_score,loss,fit_duration_s,train_duration_s
bundle_0007,flame_blind,51,server,0.5904309467254836,0.5686337009240495,1.2742980553167813,0.0022103786468505,0.2563061714172363,0.2808511257171631,,,,,
bundle_0007,flame_blind,52,server,0.5232439769256871,0.5067024842923188,1.4452315486808287,0.0022785663604736,0.2623715400695801,0.2960426807403564,,,,,
bundle_0007,flame_blind,53,server,0.5948422124194096,0.5690213099210432,1.3228828810739404,0.0023665428161621,0.3235111236572265,0.3478732109069824,,,,,
bundle_0007,flame_blind,54,server,0.5497115710892433,0.528115376837816,1.420771523415132,0.0026311874389648,0.3097023963928222,0.3338782787322998,,,,,
bundle_0007,flame_blind,55,server,0.5839837122497455,0.5585366320578032,1.378343976308501,0.0024182796478271,0.252249002456665,0.2759804725646972,,,,,
bundle_0007,flame_blind,56,server,0.5578554462164913,0.5222452633273615,1.4936433448442006,0.0029010772705078,0.2502367496490478,0.2746787071228027,,,,,
bundle_0007,flame_blind,57,server,0.5914489311163895,0.5811870766290899,1.3309767936341512,0.0033831596374511,0.2990202903747558,0.3239951133728027,,,,,
bundle_0007,flame_blind,58,server,0.5554801493043773,0.5191309843049129,1.5518852754249224,0.0027735233306884,0.2682743072509765,0.3034725189208984,,,,,
bundle_0007,flame_blind,59,server,0.6002714625042416,0.5767937865281313,1.3409352375363188,0.0043792724609375,0.2485570907592773,0.275261640548706,,,,,
bundle_0007,flame_blind,60,server,0.5897522904648795,0.5547615970221905,1.265768009078353,0.0021495819091796,0.2632465362548828,0.287100076675415,,,,,
bundle_0007,flame_blind,61,server,0.6002714625042416,0.5857954457779125,1.6614899235658416,0.0031039714813232,0.2422289848327636,0.2775640487670898,,,,,
bundle_0007,flame_blind,62,server,0.5877163216830675,0.5793642306375598,1.4567344492073175,0.0040397644042968,0.2482128143310547,0.2744870185852051,,,,,
bundle_0007,flame_blind,63,server,0.6023074312860536,0.5796868094575949,1.4399554663930945,0.0026552677154541,0.2574405670166015,0.2814667224884033,,,,,
bundle_0007,flame_blind,64,server,0.6291143535799117,0.6160908155229625,1.4499142235483118,0.0036182403564453,0.2567384243011474,0.2922582626342773,,,,,
bundle_0007,flame_blind,65,server,0.6165592127587377,0.6119653728889078,1.3358176431697952,0.0038380622863769,0.2464227676391601,0.2729389667510986,,,,,
bundle_0007,flame_blind,66,server,0.6240244316253818,0.6105751540506885,1.288462664420054,0.002230167388916,0.2471673488616943,0.2715692520141601,,,,,
bundle_0007,flame_blind,67,server,0.6515100101798439,0.6449679158306098,1.2954344696055278,0.0022852420806884,0.2968244552612304,0.3206121921539306,,,,,
bundle_0007,flame_blind,68,server,0.6267390566677977,0.6131012295322472,1.390673960675051,0.0043444633483886,0.2648658752441406,0.2921874523162842,,,,,
bundle_0007,flame_blind,69,server,0.5449609772650152,0.5369499292280412,1.576378914555089,0.0023519992828369,0.269113540649414,0.2932636737823486,,,,,
bundle_0007,flame_blind,70,server,0.6053613844587716,0.581663038286076,1.426067441610874,0.0027592182159423,0.2527334690093994,0.2774598598480224,,,,,
bundle_0007,flame_blind,71,server,0.6294536817102138,0.6281492119633363,1.3273797994716554,0.0022709369659423,0.2519764900207519,0.276552677154541,,,,,
bundle_0007,flame_blind,72,server,0.6192738378011537,0.6173935114491146,1.370144471581766,0.002265453338623,0.3147344589233398,0.3392965793609619,,,,,
bundle_0007,flame_blind,73,server,0.6389548693586699,0.6300550733879794,1.3682833627235456,0.0022535324096679,0.2472338676452636,0.2715945243835449,,,,,
bundle_0007,flame_blind,74,server,0.6406515100101798,0.627863631973654,1.5134847464300958,0.0036582946777343,0.2414658069610595,0.2665603160858154,,,,,
bundle_0007,flame_blind,75,server,0.6138445877163217,0.597537839629016,1.8200204497804309,0.0024731159210205,0.2436404228210449,0.2676098346710205,,,,,
bundle_0007,flame_blind,76,server,0.6450627757041059,0.6453933392765127,1.414278717092793,0.0034041404724121,0.2487826347351074,0.2845103740692138,,,,,
bundle_0007,flame_blind,77,server,0.6230064472344757,0.6195183456301231,1.413046340761162,0.0041999816894531,0.2483444213867187,0.274075984954834,,,,,
bundle_0007,flame_blind,78,server,0.6769596199524941,0.6706519001581617,1.3644251465837876,0.002784252166748,0.2578413486480713,0.2822918891906738,,,,,
bundle_0007,flame_blind,79,server,0.6209704784526637,0.6204749513179968,1.504784699573653,0.0033755302429199,0.2573387622833252,0.2927992343902588,,,,,
bundle_0007,flame_blind,80,server,0.665422463522226,0.6491761544673752,1.426776915758312,0.0024847984313964,0.2732841968536377,0.2967979907989502,,,,,
bundle_0007,flame_blind,81,server,0.6335256192738378,0.6315259366069639,1.4521196712912,0.0046119689941406,0.2559554576873779,0.281949520111084,,,,,
