timestamp,experiment_id,run_id,client_ip,fl_round,targeted,selected_for_attack,modified,reconstruction_valid,finite_values_valid,wire_compatible,update_space_used,projected_to_genuine_norm_ratio,cosine_genuine_to_projected_update,distance_genuine_to_projected_update,genuine_update_near_zero_fraction,projected_update_near_zero_fraction,envelope_coordinate_containment_fraction,envelope_norm_containment_fraction,envelope_mean_direction_cosine,envelope_global_norm_contained,envelope_global_direction_cosine,rewrite_processing_duration_s
2026-07-22T21:42:52,exp_1784770344,run_1784770344,10.42.0.210,21,1,1,1,1,1,1,1,0.4542576627965058,-0.2093629978595082,1.889378602337703,0.0001982713318997,0.0002450182312907,0.0,0.0,-0.999999999998082,0.0,-0.999999999998082,0.44552
2026-07-22T21:43:02,exp_1784770344,run_1784770344,10.42.0.210,22,1,1,1,1,1,1,1,0.2965118663442223,-0.3607808182556544,1.949401091828529,0.0001998832939477,0.000419110132471,0.0,0.0,-0.999999999997682,0.0,-0.999999999997682,0.424386
2026-07-22T21:43:12,exp_1784770344,run_1784770344,10.42.0.210,23,1,1,1,1,1,1,1,0.0425816250856725,-0.5845711596994644,1.7659429553321309,0.0002031072180436,0.003881604611501,0.0,0.0,-0.9999999999897994,0.0,-0.9999999999897994,0.443287
2026-07-22T21:43:21,exp_1784770344,run_1784770344,10.42.0.210,24,1,1,1,1,1,1,1,0.4449135829117221,-0.2039711023760073,1.9246397174637648,0.0002047191800916,0.0002611378517704,0.0,0.0,-0.999999999998174,0.0,-0.999999999998174,0.455662
2026-07-22T21:43:30,exp_1784770344,run_1784770344,10.42.0.210,25,1,1,1,1,1,1,1,0.4847396230868815,-0.1623241536675293,1.7690568463543237,0.0002014952559956,0.0002595258897224,0.0,0.0,-0.9999999999981964,0.0,-0.9999999999981964,0.460016
2026-07-22T21:43:40,exp_1784770344,run_1784770344,10.42.0.210,26,1,1,1,1,1,1,1,0.4712528407030493,-0.1908095476385771,1.8086183750246332,0.0002095550662355,0.0002498541174346,0.0,0.0,-0.9999999999979968,0.0,-0.9999999999979968,0.434212
2026-07-22T21:43:49,exp_1784770344,run_1784770344,10.42.0.210,27,1,1,1,1,1,1,1,0.4552405966936753,-0.1830330444182881,1.8282434359201465,0.0002079431041875,0.0002579139276744,0.0,0.0,-0.999999999998008,0.0,-0.999999999998008,0.433142
2026-07-22T21:43:59,exp_1784770344,run_1784770344,10.42.0.210,28,1,1,1,1,1,1,1,0.4345318598293138,-0.1945308406648006,1.8519558953632995,0.0002143909523794,0.0002627498138183,0.0,0.0,-0.9999999999978726,0.0,-0.9999999999978726,0.45698
2026-07-22T21:44:09,exp_1784770344,run_1784770344,10.42.0.210,29,1,1,1,1,1,1,1,0.3484636529123543,-0.3460247458818752,1.7884487450962367,0.0002160029144273,0.000420722094519,0.0,0.0,-0.9999999999978242,0.0,-0.9999999999978242,0.58034
2026-07-22T21:44:18,exp_1784770344,run_1784770344,10.42.0.210,30,1,1,1,1,1,1,1,0.4433480359280716,-0.1984184973294658,1.809718092133318,0.0002240627246672,0.0002563019656265,0.0,0.0,-0.9999999999977628,0.0,-0.9999999999977628,0.431362
