timestamp,experiment_id,run_id,client_ip,fl_round,targeted,selected_for_attack,modified,reconstruction_valid,finite_values_valid,wire_compatible,update_space_used,projected_to_genuine_norm_ratio,cosine_genuine_to_projected_update,distance_genuine_to_projected_update,genuine_update_near_zero_fraction,projected_update_near_zero_fraction,envelope_coordinate_containment_fraction,envelope_norm_containment_fraction,envelope_mean_direction_cosine,envelope_global_norm_contained,envelope_global_direction_cosine,rewrite_processing_duration_s
2026-07-25T21:40:04,exp_1785029720,run_1785029720,10.42.0.210,21.0,1,1,1,1,1,1,1,0.1742205976994693,-0.0066863188101625,8.413286362000376,0.2888263263836987,0.2299523597731243,0.0,0.0,0.9999999999994356,0.0,0.9999999999994356,0.235499
2026-07-25T21:40:10,exp_1785029720,run_1785029720,10.42.0.210,21.0,1,1,1,1,1,1,1,0.0112242836925937,0.016111583208239,7.755035403689071,0.2903256867483137,0.2147776407312476,0.0,0.0,-0.9999999999879148,0.0,-0.9999999999879148,0.31166
2026-07-25T21:40:17,exp_1785029720,run_1785029720,10.42.0.210,22.0,1,1,1,1,1,1,1,0.0224511778550789,-0.0079360142952807,7.600243820234462,0.2958348044182986,0.2393497269513464,0.0,0.0,-0.999999999995243,0.0,-0.999999999995243,0.275859
2026-07-25T21:40:24,exp_1785029720,run_1785029720,10.42.0.210,24.0,1,1,1,1,1,1,1,0.1309492860532468,-0.0456489428591792,7.721548915467368,0.3004039561104666,0.2187094496384569,0.0,0.0,-0.9999999999987036,0.0,-0.9999999999987036,0.315701
2026-07-25T21:40:33,exp_1785029720,run_1785029720,10.42.0.210,25.0,1,1,1,1,1,1,1,0.040693254689332,-0.0680315065218191,7.753762930434462,0.2957018336214367,0.2367980632115657,0.0,0.0,-0.999999999997732,0.0,-0.999999999997732,0.224356
2026-07-25T21:40:41,exp_1785029720,run_1785029720,10.42.0.210,26.0,1,1,1,1,1,1,1,0.0484584735520705,-0.0449029619851207,7.643241061279357,0.2954909144264144,0.2377196883898153,0.0,0.0,-0.9999999999979364,0.0,-0.9999999999979364,0.207236
2026-07-25T21:40:50,exp_1785029720,run_1785029720,10.42.0.210,27.0,1,1,1,1,1,1,1,0.0385240456916142,-0.0609137252580923,7.687544616925954,0.2955230108256569,0.2372382424011774,0.0,0.0,-0.9999999999976892,0.0,-0.9999999999976892,0.215417
2026-07-25T21:40:57,exp_1785029720,run_1785029720,10.42.0.210,28.0,1,1,1,1,1,1,1,0.0437907484090441,-0.0591823769609834,7.752535827451419,0.2982764233606764,0.2414680893013531,0.0,0.0,-0.9999999999978544,0.0,-0.9999999999978544,0.200539
2026-07-25T21:41:06,exp_1785029720,run_1785029720,10.42.0.210,29.0,1,1,1,1,1,1,1,0.0256458608806007,-0.0712270680247791,7.661112842693536,0.2982534973612175,0.2398793175388481,0.0,0.0,-0.9999999999966396,0.0,-0.9999999999966396,0.203606
2026-07-25T21:41:13,exp_1785029720,run_1785029720,10.42.0.210,30.0,1,1,1,1,1,1,1,0.18711828726729,-0.062620140336055,7.976282253754666,0.2990857111415772,0.2190097802313692,0.0,0.0,-0.9999999999990508,0.0,-0.9999999999990508,0.334225
2026-07-25T21:41:22,exp_1785029720,run_1785029720,10.42.0.210,31.0,1,1,1,1,1,1,1,0.0346351131849161,-0.0626375802696134,7.630512889896049,0.2972218273855648,0.2366215330157318,0.0,0.0,-0.9999999999973764,0.0,-0.9999999999973764,0.203205
