timestamp,experiment_id,run_id,client_ip,fl_round,targeted,selected_for_attack,modified,reconstruction_valid,finite_values_valid,wire_compatible,update_space_used,projected_to_genuine_norm_ratio,cosine_genuine_to_projected_update,distance_genuine_to_projected_update,genuine_update_near_zero_fraction,projected_update_near_zero_fraction,envelope_coordinate_containment_fraction,envelope_norm_containment_fraction,envelope_mean_direction_cosine,envelope_global_norm_contained,envelope_global_direction_cosine,rewrite_processing_duration_s
2026-07-23T12:04:18,exp_1784822288,run_1784822288,10.42.0.210,21.0,1,1,1,1,1,1,1,0.9437982258322746,0.2112477936094141,1.985236035552597,0.0001885995596119,6.447848191862171e-05,0.4801116122522011,0.6,0.8672011890129815,0.0,0.9871495895681336,0.278393
2026-07-23T12:04:28,exp_1784822288,run_1784822288,10.42.0.210,22.0,1,1,1,1,1,1,1,0.8530458635024616,0.3660240862496795,1.705860354442432,0.0001918234837078,6.77024060145528e-05,0.4881859301504605,0.4,0.8956764278495447,0.0,0.961907718011167,0.287052
2026-07-23T12:04:37,exp_1784822288,run_1784822288,10.42.0.210,23.0,1,1,1,1,1,1,1,0.903547107266392,0.4829987646512424,1.558603232966687,0.0001966593698517,6.609044396658725e-05,0.4892804523810291,0.3,0.9375691989834676,0.0,0.9163906019173556,0.26732
2026-07-23T12:04:46,exp_1784822288,run_1784822288,10.42.0.210,24.0,1,1,1,1,1,1,1,0.8026691388923909,0.6078941460641071,1.2913623209997436,0.0001982713318997,7.898614035031159e-05,0.4916113495023873,0.3,0.8787103062437309,0.0,0.8473962862224169,0.262728
2026-07-23T12:04:56,exp_1784822288,run_1784822288,10.42.0.210,25.0,1,1,1,1,1,1,1,0.7914755081028937,0.7031444953908356,1.1509088269874377,0.0002014952559956,7.737417830234605e-05,0.484231787246801,0.5,0.7309532805308303,0.0,0.7315824706250723,0.254424
2026-07-23T12:05:07,exp_1784822288,run_1784822288,10.42.0.210,26.0,1,1,1,1,1,1,1,0.7873185171315438,0.6860124152581748,1.1915138821430773,0.0002079431041875,9.188183673403594e-05,0.4604650188115971,0.1,0.684175803420907,0.0,0.7573995640289944,0.233084
2026-07-23T12:05:17,exp_1784822288,run_1784822288,10.42.0.210,27.0,1,1,1,1,1,1,1,0.8098684891931619,0.6968798632389743,1.1340430505323826,0.0002127789903314,8.704595059013931e-05,0.4807080382099484,0.2,0.7401721666643439,0.0,0.7266797786893776,0.268173
2026-07-23T12:05:27,exp_1784822288,run_1784822288,10.42.0.210,28.0,1,1,1,1,1,1,1,0.7937675735844268,0.7194025475709258,1.062622360717106,0.0002111670282834,8.865791263810485e-05,0.4821394605085418,0.3,0.7535472934078795,0.0,0.7452486154513471,0.256315
2026-07-23T12:05:38,exp_1784822288,run_1784822288,10.42.0.210,29.0,1,1,1,1,1,1,1,0.8104882540760594,0.714337474653472,1.1175125407548097,0.0002111670282834,9.02698746860704e-05,0.4820040556965126,0.3,0.71103798393199,0.0,0.7399706649883966,0.262823
2026-07-23T12:05:48,exp_1784822288,run_1784822288,10.42.0.210,30.0,1,1,1,1,1,1,1,0.8369342659727493,0.7013358313532896,1.0839681561591163,0.0002160029144273,8.221006444624268e-05,0.4818525312640039,0.3,0.7305558101161035,0.0,0.7265649087839706,0.276166
2026-07-23T12:05:57,exp_1784822288,run_1784822288,10.42.0.210,31.0,1,1,1,1,1,1,1,0.8297485830258527,0.7094363468723186,1.0785355991162076,0.0002127789903314,8.865791263810485e-05,0.4843526844003984,0.2,0.7053857048989786,0.0,0.7382786386399613,0.303613
2026-07-23T12:06:06,exp_1784822288,run_1784822288,10.42.0.210,32.0,1,1,1,1,1,1,1,0.818618297848165,0.6349012191745568,1.2089899703849132,0.0002208388005712,9.671772287793256e-05,0.4821233408880621,0.7,0.9142616855067331,0.0,0.7786259574887767,0.289168
2026-07-23T12:06:15,exp_1784822288,run_1784822288,10.42.0.210,33.0,1,1,1,1,1,1,1,0.7668317452431561,0.7107830192743178,1.0957369037491926,0.0002143909523794,9.349379878200147e-05,0.4809998033406301,0.5,0.7268681565992519,0.0,0.738513039814407,0.263712
2026-07-23T12:06:23,exp_1784822288,run_1784822288,10.42.0.210,34.0,1,1,1,1,1,1,1,0.8329404845765246,0.7003628836957182,1.0706263027377594,0.0002224507626192,9.188183673403594e-05,0.4875830563445214,0.3,0.6850184662890832,0.0,0.7289371605281042,0.266169
2026-07-23T12:06:33,exp_1784822288,run_1784822288,10.42.0.210,35.0,1,1,1,1,1,1,1,0.8476132742222678,0.7039359466703549,1.086130624778645,0.0002272866487631,8.865791263810485e-05,0.4865659082922551,0.2,0.6915179536951246,0.0,0.7316651006765051,0.276335
2026-07-23T12:06:42,exp_1784822288,run_1784822288,10.42.0.210,36.0,1,1,1,1,1,1,1,0.8061636768362526,0.7088315254848722,1.0458492787007334,0.0002240627246672,9.349379878200147e-05,0.4938648724454431,0.3,0.7789126888501577,0.0,0.7351155320495928,0.268738
2026-07-23T12:06:51,exp_1784822288,run_1784822288,10.42.0.210,37.0,1,1,1,1,1,1,1,0.8344641900657264,0.6884361415150307,1.066594208826248,0.0002288986108111,8.543398854217376e-05,0.4887984757286874,0.3,0.7374173297285411,0.0,0.7183045659390741,0.273937
2026-07-23T12:07:00,exp_1784822288,run_1784822288,10.42.0.210,38.0,1,1,1,1,1,1,1,0.8916479432477943,0.6688173610415269,1.0664940795152849,0.000233734496955,9.349379878200147e-05,0.4583420647944264,0.2,0.7587132358471582,0.0,0.7455782347963693,0.249526
2026-07-23T12:07:09,exp_1784822288,run_1784822288,10.42.0.210,39.0,1,1,1,1,1,1,1,0.7714577190168028,0.6959702031582989,1.0932232446109018,0.0002369584210509,9.349379878200147e-05,0.492747782746203,0.6,0.6637538913558644,0.0,0.725111465241734,0.259549
2026-07-23T12:07:19,exp_1784822288,run_1784822288,10.42.0.210,40.0,1,1,1,1,1,1,1,0.854824355842266,0.6645821288979129,1.0488169141013093,0.0002288986108111,0.0001112253813096,0.4597622033586841,0.3,0.7495124238436295,0.0,0.7458396352060669,0.23311
2026-07-23T12:07:28,exp_1784822288,run_1784822288,10.42.0.210,41.0,1,1,1,1,1,1,1,0.8113458564370181,0.703698043179391,1.0354633217485,0.0002369584210509,9.02698746860704e-05,0.4912212546867796,0.2,0.752081738876221,0.0,0.7332838373408664,0.27144
2026-07-23T12:07:36,exp_1784822288,run_1784822288,10.42.0.210,42.0,1,1,1,1,1,1,1,0.8258715393383301,0.7008669048102665,0.9926750521869706,0.0002401823451468,9.671772287793256e-05,0.4864111599356505,0.2,0.7587354201563266,0.0,0.7297040062612897,0.26112
2026-07-23T12:07:44,exp_1784822288,run_1784822288,10.42.0.210,43.0,1,1,1,1,1,1,1,0.8170937432126318,0.6784968556931429,1.0282302709410327,0.0002417943071948,0.0001080014572136,0.4673658283389376,0.2,0.7261706731956152,0.0,0.7519917641574357,0.277071
2026-07-23T12:07:53,exp_1784822288,run_1784822288,10.42.0.210,44.0,1,1,1,1,1,1,1,0.8344784476561076,0.6573107360463736,1.0491610021900195,0.0002434062692427,0.0001080014572136,0.46379049651655,0.3,0.6065469565823236,0.0,0.7367712140591337,0.247152
2026-07-23T12:08:02,exp_1784822288,run_1784822288,10.42.0.210,45.0,1,1,1,1,1,1,1,0.825608691779398,0.6744321826018367,1.030605392489882,0.0002466301933387,0.0001160612674535,0.4569864047120874,0.2,0.6864255305261622,0.0,0.7477892730365989,0.248111
2026-07-23T12:08:11,exp_1784822288,run_1784822288,10.42.0.210,46.0,1,1,1,1,1,1,1,0.8038537265410495,0.7152179437974092,0.9570413613020669,0.0002466301933387,0.0001096134192616,0.4902073305586093,0.4,0.7187630632581166,0.0,0.7407670744834148,0.269108
2026-07-23T12:08:22,exp_1784822288,run_1784822288,10.42.0.210,47.0,1,1,1,1,1,1,1,0.8258349603955922,0.6923063259792461,0.961975953611349,0.0002514660794826,0.0001015536090218,0.4823941505121203,0.1,0.7609630204645037,0.0,0.7211066679806083,0.262269
2026-07-23T12:08:32,exp_1784822288,run_1784822288,10.42.0.210,48.0,1,1,1,1,1,1,1,0.8154324649820297,0.6684682794501164,1.0116363839055105,0.0002546900035785,0.0001208971535974,0.4589288189798859,0.5,0.7664147938559877,0.0,0.7434161760232516,0.219081
2026-07-23T12:08:43,exp_1784822288,run_1784822288,10.42.0.210,49.0,1,1,1,1,1,1,1,0.8090463138708751,0.6681861742779567,0.9922443296751604,0.0002595258897224,0.0001241210776933,0.4650268714073395,0.2,0.7547892090796916,0.0,0.7444823129139575,0.234967
2026-07-23T12:08:53,exp_1784822288,run_1784822288,10.42.0.210,50.0,1,1,1,1,1,1,1,0.8385699650786537,0.6601412180833777,0.9742788750571716,0.0002579139276744,0.0001208971535974,0.4720195627714141,0.0,0.6464952456312131,0.0,0.7404983638621536,0.235847
2026-07-23T12:09:05,exp_1784822288,run_1784822288,10.42.0.210,51.0,1,1,1,1,1,1,1,0.7703257105343356,0.6690793067189633,0.999462039206163,0.0002563019656265,0.0001337928499811,0.4677236839135859,0.3,0.7837196730608281,0.0,0.7449378323852488,0.224257
2026-07-23T12:09:14,exp_1784822288,run_1784822288,10.42.0.210,52.0,1,1,1,1,1,1,1,0.8179419776200456,0.6633989341648561,1.002549218077512,0.0002579139276744,0.0001160612674535,0.4643724148158655,0.2,0.769230009352773,0.0,0.7430134008016644,0.22358
2026-07-23T12:09:24,exp_1784822288,run_1784822288,10.42.0.210,53.0,1,1,1,1,1,1,1,0.8369682583682972,0.6709067927676481,0.9522809015800384,0.0002611378517704,0.0001241210776933,0.4631860107485629,0.4,0.6296568284904444,0.0,0.7480024162382461,0.231713
2026-07-23T12:09:32,exp_1784822288,run_1784822288,10.42.0.210,54.0,1,1,1,1,1,1,1,0.8323685562445896,0.70425059740863,0.9110539248427836,0.0002627498138183,0.0001144493054055,0.4864063240495065,0.5,0.6824831902131011,0.0,0.7300715344713128,0.271057
2026-07-23T12:09:42,exp_1784822288,run_1784822288,10.42.0.210,55.0,1,1,1,1,1,1,1,0.8211493002934949,0.8776512538121012,0.5954030637275461,0.0002675856999622,0.0001821517114201,0.5063575783171761,0.1,0.729488430406826,0.0,0.8767023137143578,0.316697
2026-07-23T12:09:53,exp_1784822288,run_1784822288,10.42.0.210,56.0,1,1,1,1,1,1,1,0.8337379527281831,0.9995732859559144,0.2071443143988455,0.0002627498138183,0.000232122534907,0.5086175491084238,0.0,0.6917220587265419,0.0,0.5656210950428991,0.282576
2026-07-23T12:10:06,exp_1784822288,run_1784822288,10.42.0.210,57.0,1,1,1,1,1,1,1,0.8424759128225122,0.8999102510574772,0.5280860165386712,0.0002659737379143,0.0001773158252762,0.505003530196885,0.1,0.7104405482743159,0.0,0.8175334505707434,0.281827
2026-07-23T12:10:16,exp_1784822288,run_1784822288,10.42.0.210,58.0,1,1,1,1,1,1,1,0.8315127622016125,0.9021558031263166,0.5281080216700851,0.0002740335481541,0.000185375635516,0.5022116119298087,0.1,0.6827120108598541,0.0,0.8169705732136529,0.279466
2026-07-23T12:10:30,exp_1784822288,run_1784822288,10.42.0.210,59.0,1,1,1,1,1,1,1,0.8175138308187709,0.6840974625504286,0.9172683567778298,0.00027725747225,0.0001176732295014,0.4887581766774883,0.3,0.6774748741585863,0.0,0.7131652120605569,0.274361
2026-07-23T12:10:45,exp_1784822288,run_1784822288,10.42.0.210,60.0,1,1,1,1,1,1,1,0.8055628534312044,0.6598958845669112,0.9199537504598376,0.000280481396346,0.0001337928499811,0.4644642966525996,0.1,0.6758968195818764,0.0,0.7362107555400406,0.23141
2026-07-23T12:11:00,exp_1784822288,run_1784822288,10.42.0.210,61.0,1,1,1,1,1,1,1,0.871073249346528,0.8823876024166222,0.5502015657962647,0.0002885412065858,0.0001773158252762,0.5050857402613312,0.1,0.7689392596884689,0.0,0.8682447801793411,0.274483
2026-07-23T12:11:11,exp_1784822288,run_1784822288,10.42.0.210,62.0,1,1,1,1,1,1,1,0.8474412269206214,0.8771094767790152,0.579567515895789,0.0002853172824899,0.0001805397493721,0.5031046389043816,0.2,0.746763005213593,0.0,0.8771327640636215,0.277847
