component_run_id,experiment_id,run_id,file_timestamp,condition,defense,attack,raw_attack,model,dataset,repetition
server:time_20260723_203417,exp_1784853257,run_1784853257,20260723_203417,krum_blind,krum,,,,,
analyzer:time_20260724_223342,exp_1784946824,,20260724_223342,exp1,,,,,,
analyzer:time_20260724_210143,exp_1784941305,,20260724_210143,exp1,,,,,,
analyzer:time_20260724_212423,exp_1784942666,,20260724_212423,exp2,,,,,,
analyzer:time_20260724_232502,exp_1784949905,,20260724_232502,exp1,,,,,,
analyzer:time_20260724_234918,exp_1784951361,,20260724_234918,exp2,,,,,,
analyzer:time_20260725_010010,exp_1784955614,,20260725_010010,exp1,,,,,,
analyzer:time_20260725_003552,exp_1784954154,,20260725_003552,exp1,,,,,,
analyzer:time_20260725_012733,exp_1784957255,,20260725_012733,exp2,,,,,,
analyzer:time_20260724_214817,exp_1784944099,,20260724_214817,exp1,,,,,,
analyzer:time_20260724_221100,exp_1784945462,,20260724_221100,exp2,,,,,,
analyzer:time_20260725_001542,exp_1784952943,,20260725_001542,exp1,,,,,,
proxy:time_20260725_175103,10.42.0.210,exp_1785015389,20260725_175103,exp1,multi_krum,envelope,min_max,,,
analyzer:time_20260725_175016,exp_1785016221,,20260725_175016,exp1,,,,,,
analyzer:time_20260725_181932,exp_1785017982,,20260725_181932,exp1,,,,,,
proxy:time_20260725_182031,exp_1785017920,run_1785017920,20260725_182031,exp1,multi_krum,envelope,min_sum,,,
analyzer:time_20260725_162914,exp_1785011363,,20260725_162914,exp1,,,,,,
proxy:time_20260725_163019,exp_1785011326,run_1785011326,20260725_163019,exp1,multi_krum,envelope,sign_flip,,,
proxy:time_20260725_165426,exp_1785012492,run_1785012492,20260725_165426,exp1,multi_krum,envelope,scale,,,
analyzer:time_20260725_165338,exp_1785012820,,20260725_165338,exp1,,,,,,
analyzer:time_20260725_171908,exp_1785014351,,20260725_171908,exp1,,,,,,
proxy:time_20260725_171958,exp_1785014020,run_1785014030,20260725_171958,exp1,multi_krum,envelope,noise,,,
analyzer:time_20260725_133738,exp_1785001066,,20260725_133738,exp1,,,,,,
proxy:time_20260725_133859,exp_1785000718,run_1785000718,20260725_133859,exp1,fedavg,envelope,min_max,,,
analyzer:time_20260725_140235,exp_1785002559,,20260725_140235,exp1,,,,,,
proxy:time_20260725_140318,exp_1785002525,run_1785002525,20260725_140318,exp1,fedavg,envelope,min_sum,,,
analyzer:time_20260725_115728,exp_1784995052,,20260725_115728,exp1,,,,,,
proxy:time_20260725_115823,exp_1784994992,run_1784994992,20260725_115823,exp1,fedavg,envelope,sign_flip,,,
analyzer:time_20260725_122429,exp_1784996688,,20260725_122429,exp1,,,,,,
proxy:time_20260725_122628,run_1784996647,run_1784996647,20260725_122628,exp1,fedavg,envelope,scale,,,
proxy:time_20260725_124748,exp_1784997807,run_1784997807,20260725_124748,exp2,fedavg,envelope,scale,,,
analyzer:time_20260725_124607,exp_1784997978,,20260725_124607,exp2,,,,,,
proxy:time_20260725_131716,exp_1784999761,run_1784999761,20260725_131716,exp1,fedavg,envelope,noise,,,
analyzer:time_20260725_131634,exp_1784999799,,20260725_131634,exp1,,,,,,
analyzer:time_20260725_203421,exp_1785026067,,20260725_203421,exp1,,,,,,
proxy:time_20260725_203516,exp_1785025753,run_1785025753,20260725_203516,exp1,median,envelope,min_max,,,
analyzer:time_20260725_213546,exp_1785029750,,20260725_213546,exp1,,,,,,
proxy:time_20260725_213638,exp_1785029720,run_1785029720,20260725_213638,exp1,median,envelope,min_sum,,,
proxy:time_20260725_191928,exp_1785021366,run_1785021366,20260725_191928,exp1,median,envelope,sign_flip,,,
analyzer:time_20260725_191825,exp_1785021516,,20260725_191825,exp1,,,,,,
analyzer:time_20260725_194415,exp_1785023059,,20260725_194415,exp1,,,,,,
proxy:time_20260725_194530,exp_1785022963,run_1785022963,20260725_194530,exp1,median,envelope,scale,,,
analyzer:time_20260725_210207,exp_1785027730,,20260725_210207,exp1,,,,,,
proxy:time_20260725_210259,exp_1785027685,run_1785027685,20260725_210259,exp1,median,envelope,noise,,,
proxy:time_20260726_020426,exp_1785045729,exp_1785045729,20260726_020426,exp1,flame,envelope,min_max,,,
analyzer:time_20260726_020336,exp_1785045821,,20260726_020336,exp1,,,,,,
analyzer:time_20260726_023257,exp_1785047581,,20260726_023257,exp1,,,,,,
proxy:time_20260726_023346,exp_1785047317,run_1785047317,20260726_023346,exp1,flame,envelope,min_sum,,,
analyzer:time_20260726_003850,exp_1785040733,,20260726_003850,exp1,,,,,,
proxy:time_20260726_004033,exp_1785040408,run_1785040408,20260726_004033,exp1,flame,envelope,sign_flip,,,
analyzer:time_20260726_010650,exp_1785042415,,20260726_010650,exp1,,,,,,
proxy:time_20260726_010839,exp_1785041821,run_1785041821,20260726_010839,exp1,flame,envelope,scale,,,
proxy:time_20260726_013716,exp_1785044128,run_1785044128,20260726_013716,exp1,flame,envelope,noise,,,
analyzer:time_20260726_013626,exp_1785044191,,20260726_013626,exp1,,,,,,
analyzer:time_20260725_154127,exp_1785008489,,20260725_154127,exp1,,,,,,
proxy:time_20260725_154215,exp_1785008449,run_1785008449,20260725_154215,exp1,krum,envelope,min_max,,,
analyzer:time_20260725_160636,exp_1785009999,,20260725_160636,exp1,,,,,,
proxy:time_20260725_160739,exp_1785009723,run_1785009723,20260725_160739,exp1,krum,envelope,min_sum,,,
proxy:time_20260725_142531,exp_1785003856,run_1785003856,20260725_142531,exp1,krum,envelope,sign_flip,,,
analyzer:time_20260725_142443,exp_1785003889,,20260725_142443,exp1,,,,,,
analyzer:time_20260725_144527,exp_1785005136,,20260725_144527,exp1,,,,,,
proxy:time_20260725_144612,exp_1785004741,run_1785004741,20260725_144612,exp1,fedavg,envelope,scale,,,
proxy:time_20260725_151330,exp_1785006713,exp_1785006713,20260725_151330,exp1,krum,envelope,noise,,,
analyzer:time_20260725_151239,exp_1785006762,,20260725_151239,exp1,,,,,,
analyzer:time_20260725_234501,exp_1785037506,,20260725_234501,exp1,,,,,,
proxy:time_20260725_234650,exp_1785036840,exp_1785036840,20260725_234650,exp1,trimmed_mean,envelope,min_max,,,
analyzer:time_20260726_001428,exp_1785039270,,20260726_001428,exp1,,,,,,
proxy:time_20260726_001459,exp_1785038729,run_1785038729,20260726_001459,exp1,trimmed_mean,envelope,min_sum,,,
analyzer:time_20260725_220056,exp_1785031264,,20260725_220056,exp1,,,,,,
proxy:time_20260725_220205,exp_1785031223,run_1785031223,20260725_220205,exp1,trimmed_mean,envelope,sign_flip,,,
proxy:time_20260725_222655,exp_1785032737,run_1785032737,20260725_222655,exp1,trimmed_mean,envelope,scale,,,
analyzer:time_20260725_222605,exp_1785032769,,20260725_222605,exp1,,,,,,
analyzer:time_20260725_231350,exp_1785035641,,20260725_231350,exp1,,,,,,
proxy:time_20260725_231540,exp_1785033705,run_1785033705,20260725_231540,exp1,trimmed_mean,envelope,noise,,,
server:time_20260724_223357,exp_1784946837,run_1784946837,20260724_223357,multi_krum_run_01,multi_krum,,,,,
server:time_20260724_230248,exp_1784948568,run_1784948568,20260724_230248,multi_krum_run_01,multi_krum,,,,,
analyzer:time_20260724_230324,exp_1784948606,,20260724_230324,exp2,,,,,,
server:time_20260724_210105,exp_1784941265,run_1784941265,20260724_210105,fedavg_run_01,fedavg,,,,,
server:time_20260724_212039,exp_1784942439,run_1784942439,20260724_212039,fedavg_run_01,fedavg,,,,,
server:time_20260724_232512,exp_1784949912,run_1784949912,20260724_232512,median_run_01,median,,,,,
server:time_20260724_234253,exp_1784950973,run_1784950973,20260724_234253,median_run_01,median,,,,,
server:time_20260725_005936,exp_1784955576,run_1784955576,20260725_005936,flame_run_01,flame,,,,,
server:time_20260725_012221,exp_1784956941,run_1784956941,20260725_012221,flame_run_01,flame,,,,,
server:time_20260724_214801,exp_1784944081,run_1784944081,20260724_214801,krum_run_01,krum,,,,,
server:time_20260724_221038,exp_1784945438,run_1784945438,20260724_221038,krum_run_01,krum,,,,,
server:time_20260725_001029,exp_1784952629,run_1784952629,20260725_001029,trimmed_mean_run_01,trimmed_mean,,,,,
server:time_20260725_003521,exp_1784954121,run_1784954121,20260725_003521,trimmed_mean_run_01,trimmed_mean,,,,,
server:time_20260725_173629,exp_1785015389,run_1785015389,20260725_173629,multi_krum_run_01,multi_krum,,,,,
server:time_20260725_181840,exp_1785017920,run_1785017920,20260725_181840,multi_krum_run_01,multi_krum,,,,,
server:time_20260725_162846,exp_1785011326,run_1785011326,20260725_162846,multi_krum_run_01,multi_krum,,,,,
server:time_20260725_164812,exp_1785012492,run_1785012492,20260725_164812,multi_krum_run_01,multi_krum,,,,,
server:time_20260725_171340,exp_1785014020,run_1785014020,20260725_171340,multi_krum_run_01,multi_krum,,,,,
server:time_20260725_140205,exp_1785002525,run_1785002525,20260725_140205,fedavg_run_01,fedavg,,,,,
server:time_20260725_115632,exp_1784994992,run_1784994992,20260725_115632,fedavg_run_01,fedavg,,,,,
server:time_20260725_122407,exp_1784996647,run_1784996647,20260725_122407,fedavg_run_01,fedavg,,,,,
server:time_20260725_124328,exp_1784997808,run_1784997808,20260725_124328,fedavg_run_01,fedavg,,,,,
server:time_20260725_131601,exp_1784999761,run_1784999761,20260725_131601,fedavg_run_01,fedavg,,,,,
server:time_20260725_202913,exp_1785025753,run_1785025753,20260725_202913,median_run_01,median,,,,,
server:time_20260725_213520,exp_1785029720,run_1785029720,20260725_213520,median_run_01,median,,,,,
server:time_20260725_191606,exp_1785021366,run_1785021366,20260725_191606,median_run_01,median,,,,,
server:time_20260725_194243,exp_1785022963,run_1785022963,20260725_194243,median_run_01,median,,,,,
server:time_20260725_210125,exp_1785027685,run_1785027685,20260725_210125,median_run_01,median,,,,,
server:time_20260726_020209,exp_1785045729,run_1785045729,20260726_020209,flame_run_01,flame,,,,,
server:time_20260726_022837,exp_1785047317,run_1785047317,20260726_022837,flame_run_01,flame,,,,,
server:time_20260726_003328,exp_1785040408,run_1785040408,20260726_003328,flame_run_01,flame,,,,,
server:time_20260726_005701,exp_1785041821,run_1785041821,20260726_005701,flame_run_01,flame,,,,,
server:time_20260726_013528,exp_1785044128,run_1785044128,20260726_013528,flame_run_01,flame,,,,,
server:time_20260725_154049,exp_1785008449,run_1785008449,20260725_154049,krum_run_01,krum,,,,,
server:time_20260725_160203,exp_1785009723,run_1785009723,20260725_160203,krum_run_01,krum,,,,,
server:time_20260725_142416,exp_1785003856,run_1785003856,20260725_142416,krum_run_01,krum,,,,,
server:time_20260725_143901,exp_1785004741,run_1785004741,20260725_143901,krum_run_01,krum,,,,,
server:time_20260725_151153,exp_1785006713,run_1785006713,20260725_151153,krum_run_01,krum,,,,,
server:time_20260725_233400,exp_1785036840,run_1785036840,20260725_233400,trimmed_mean_run_01,trimmed_mean,,,,,
server:time_20260726_000529,exp_1785038729,run_1785038729,20260726_000529,trimmed_mean_run_01,trimmed_mean,,,,,
server:time_20260725_220023,exp_1785031223,run_1785031223,20260725_220023,trimmed_mean_run_01,trimmed_mean,,,,,
server:time_20260725_222537,exp_1785032737,run_1785032737,20260725_222537,trimmed_mean_run_01,trimmed_mean,,,,,
server:time_20260725_224145,exp_1785033705,run_1785033705,20260725_224145,trimmed_mean_run_01,trimmed_mean,,,,,
client:time_20260722_130940,exp_20260722_130940,,20260722_130940,exp1,,,,,,
client:time_20260722_133743,exp_20260722_133743,,20260722_133743,exp2,,,,,,
client:time_20260722_112802,exp_20260722_112802,,20260722_112802,exp1,,,,,,
client:time_20260722_115414,exp_20260722_115414,,20260722_115414,exp2,,,,,,
client:time_20260722_140230,exp_20260722_140230,,20260722_140230,exp1,,,,,,
client:time_20260722_142905,exp_20260722_142905,,20260722_142905,exp2,,,,,,
client:time_20260722_165745,exp_20260722_165745,,20260722_165745,exp1,,,,,,
client:time_20260722_163315,exp_20260722_163315,,20260722_163315,exp2,,,,,,
client:time_20260722_122020,exp_20260722_122020,,20260722_122020,exp1,,,,,,
client:time_20260722_124508,exp_20260722_124508,,20260722_124508,exp2,,,,,,
client:time_20260722_145727,exp_20260722_145727,,20260722_145727,exp1,,,,,,
client:time_20260722_153614,exp_20260722_153614,,20260722_153614,exp2,,,,,,
client:time_20260722_234825,exp_20260722_234825,,20260722_234825,exp1,,,,,,
client:time_20260723_001647,exp_20260723_001647,,20260723_001647,exp1,,,,,,
client:time_20260722_222545,exp_20260722_222545,,20260722_222545,exp1,,,,,,
client:time_20260722_225305,exp_20260722_225305,,20260722_225305,exp1,,,,,,
client:time_20260722_232523,exp_20260722_232523,,20260722_232523,exp1,,,,,,
client:time_20260722_191206,exp_20260722_191206,,20260722_191206,exp1,,,,,,
client:time_20260722_194344,exp_20260722_194344,,20260722_194344,exp1,,,,,,
client:time_20260722_172727,exp_20260722_172727,,20260722_172727,exp1,,,,,,
client:time_20260722_181129,exp_20260722_181129,,20260722_181129,exp1,,,,,,
client:time_20260722_185013,exp_20260722_185013,,20260722_185013,exp1,,,,,,
client:time_20260722_213729,exp_20260722_213729,,20260722_213729,exp1,,,,,,
client:time_20260722_215923,exp_20260722_215923,,20260722_215923,exp1,,,,,,
client:time_20260722_201150,exp_20260722_201150,,20260722_201150,exp1,,,,,,
client:time_20260722_204306,exp_20260722_204306,,20260722_204306,exp1,,,,,,
client:time_20260722_210722,exp_20260722_210722,,20260722_210722,exp1,,,,,,
client:time_20260717_153734,exp_20260717_153746,,20260717_153734,exp1,,,,,,
client:time_20260717_155026,exp_20260717_155042,,20260717_155026,exp2,,,,,,
client:time_20260717_160138,exp_20260717_160155,,20260717_160138,exp3,,,,,,
client:time_20260717_162536,exp_20260717_162551,,20260717_162536,exp5,,,,,,
client:time_20260717_161538,exp_20260717_161646,,20260717_161538,exp4,,,,,,
client:time_20260717_174021,exp_20260717_174037,,20260717_174021,exp1,,,,,,
client:time_20260717_174943,exp_20260717_174958,,20260717_174943,exp2,,,,,,
client:time_20260717_175952,exp_20260717_180006,,20260717_175952,exp3,,,,,,
client:time_20260717_182937,exp_20260717_183033,,20260717_182937,exp5,,,,,,
client:time_20260717_180932,exp_20260717_180947,,20260717_180932,exp4,,,,,,
client:time_20260717_143536,exp_20260717_143556,,20260717_143536,exp1,,,,,,
client:time_20260717_144709,exp_20260717_144726,,20260717_144709,exp2,,,,,,
client:time_20260717_145821,exp_20260717_145846,,20260717_145821,exp3,,,,,,
client:time_20260717_152058,exp_20260717_152113,,20260717_152058,exp5,,,,,,
client:time_20260717_151002,exp_20260717_151017,,20260717_151002,exp4,,,,,,
client:time_20260717_114000,exp_20260717_114154,,20260717_114000,exp1,,,,,,
client:time_20260717_115256,exp_20260717_115335,,20260717_115256,exp2,,,,,,
client:time_20260717_121438,exp_20260717_121551,,20260717_121438,exp3,,,,,,
client:time_20260717_125823,exp_20260717_125846,,20260717_125823,exp5,,,,,,
client:time_20260717_124149,exp_20260717_124206,,20260717_124149,exp4,,,,,,
client:time_20260717_164338,exp_20260717_164355,,20260717_164338,exp1,,,,,,
client:time_20260717_165617,exp_20260717_165637,,20260717_165617,exp2,,,,,,
client:time_20260717_170804,exp_20260717_170817,,20260717_170804,exp3,,,,,,
client:time_20260717_173020,exp_20260717_173036,,20260717_173020,exp5,,,,,,
client:time_20260717_171922,exp_20260717_171938,,20260717_171922,exp4,,,,,,
client:time_20260717_132245,exp_20260717_132301,,20260717_132245,exp1,,,,,,
client:time_20260717_133316,exp_20260717_133332,,20260717_133316,exp2,,,,,,
client:time_20260717_135347,exp_20260717_135409,,20260717_135347,exp3,,,,,,
client:time_20260717_141929,exp_20260717_141940,,20260717_141929,exp5,,,,,,
client:time_20260717_140627,exp_20260717_140643,,20260717_140627,exp4,,,,,,
client:time_20260719_173043,exp_20260719_173101,,20260719_173043,exp1,,,,,,
client:time_20260721_202326,exp_20260721_202621,,20260721_202326,exp1,,,,,,
client:time_20260719_162733,exp_20260719_162748,,20260719_162733,exp1,,,,,,
client:time_20260719_182427,exp_20260719_182444,,20260719_182427,exp1,,,,,,
client:time_20260719_164622,exp_20260719_164721,,20260719_164622,exp1,,,,,,
client:time_20260719_170517,exp_20260719_170539,,20260719_170517,exp1,,,,,,
client:time_20260718_150152,exp_20260718_150214,,20260718_150152,exp1,,,,,,
client:time_20260721_190647,exp_20260721_190651,,20260721_190647,exp1,,,,,,
client:time_20260718_181750,exp_20260718_181813,,20260718_181750,exp2,,,,,,
client:time_20260718_125100,exp_20260718_125114,,20260718_125100,exp1,,,,,,
client:time_20260718_140043,exp_20260718_140119,,20260718_140043,exp1,,,,,,
client:time_20260718_142002,exp_20260718_142042,,20260718_142002,exp1,,,,,,
client:time_20260721_172044,exp_20260721_172146,,20260721_172044,exp1,,,,,,
client:time_20260721_173720,exp_20260721_173849,,20260721_173720,exp1,,,,,,
client:time_20260721_155422,exp_20260721_155510,,20260721_155422,exp1,,,,,,
client:time_20260721_162152,exp_20260721_162344,,20260721_162152,exp1,,,,,,
client:time_20260721_163708,exp_20260721_163822,,20260721_163708,exp1,,,,,,
client:time_20260721_145618,exp_20260721_145650,,20260721_145618,exp1,,,,,,
client:time_20260721_151147,exp_20260721_151151,,20260721_151147,exp1,,,,,,
client:time_20260721_141552,exp_20260721_141606,,20260721_141552,exp1,,,,,,
client:time_20260721_143333,exp_20260721_143337,,20260721_143333,exp1,,,,,,
client:time_20260721_144412,exp_20260721_144423,,20260721_144412,exp1,,,,,,
client:time_20260719_152218,exp_20260719_152245,,20260719_152218,exp1,,,,,,
client:time_20260721_200807,exp_20260721_200918,,20260721_200807,exp1,,,,,,
client:time_20260721_195419,exp_20260721_195452,,20260721_195419,exp1,,,,,,
client:time_20260721_194129,exp_20260721_194149,,20260721_194129,exp1,,,,,,
client:time_20260719_142143,exp_20260719_142208,,20260719_142143,exp1,,,,,,
client:time_20260719_143929,exp_20260719_143948,,20260719_143929,exp1,,,,,,
client:time_20260721_183900,exp_20260721_183905,,20260721_183900,exp1,,,,,,
client:time_20260721_185134,exp_20260721_185242,,20260721_185134,exp1,,,,,,
client:time_20260721_175651,exp_20260721_175721,,20260721_175651,exp1,,,,,,
client:time_20260721_181100,exp_20260721_181129,,20260721_181100,exp1,,,,,,
client:time_20260721_182140,exp_20260721_182222,,20260721_182140,exp1,,,,,,
client:time_20260722_130920,exp_20260722_130920,,20260722_130920,exp1,,,,,,
client:time_20260722_133619,exp_20260722_133619,,20260722_133619,exp2,,,,,,
client:time_20260722_112721,exp_20260722_112721,,20260722_112721,exp1,,,,,,
client:time_20260722_115336,exp_20260722_115336,,20260722_115336,exp2,,,,,,
client:time_20260722_140129,exp_20260722_140129,,20260722_140129,exp1,,,,,,
client:time_20260722_142802,exp_20260722_142802,,20260722_142802,exp2,,,,,,
client:time_20260722_165748,exp_20260722_165748,,20260722_165748,exp1,,,,,,
client:time_20260722_163303,exp_20260722_163303,,20260722_163303,exp2,,,,,,
client:time_20260722_121952,exp_20260722_121952,,20260722_121952,exp1,,,,,,
client:time_20260722_124451,exp_20260722_124451,,20260722_124451,exp2,,,,,,
client:time_20260722_145848,exp_20260722_145848,,20260722_145848,exp1,,,,,,
client:time_20260722_153502,exp_20260722_153502,,20260722_153502,exp2,,,,,,
client:time_20260722_234733,exp_20260722_234733,,20260722_234733,exp1,,,,,,
client:time_20260723_001623,exp_20260723_001623,,20260723_001623,exp1,,,,,,
client:time_20260722_222525,exp_20260722_222525,,20260722_222525,exp1,,,,,,
client:time_20260722_225247,exp_20260722_225247,,20260722_225247,exp1,,,,,,
client:time_20260722_232322,exp_20260722_232322,,20260722_232322,exp1,,,,,,
client:time_20260722_191145,exp_20260722_191145,,20260722_191145,exp1,,,,,,
client:time_20260722_194320,exp_20260722_194320,,20260722_194320,exp1,,,,,,
client:time_20260722_172656,exp_20260722_172656,,20260722_172656,exp1,,,,,,
client:time_20260722_180231,exp_20260722_180231,,20260722_180231,exp1,,,,,,
client:time_20260722_213704,exp_20260722_213704,,20260722_213704,exp1,,,,,,
client:time_20260722_215911,exp_20260722_215911,,20260722_215911,exp1,,,,,,
client:time_20260722_201151,exp_20260722_201151,,20260722_201151,exp1,,,,,,
client:time_20260722_204212,exp_20260722_204212,,20260722_204212,exp1,,,,,,
client:time_20260722_210657,exp_20260722_210657,,20260722_210657,exp1,,,,,,
client:time_20260721_203608,exp_20260721_203639,,20260721_203608,New_RNN,,,,,,
client:time_20260717_153631,exp_20260717_153650,,20260717_153631,exp1,,,,,,
client:time_20260717_154935,exp_20260717_154952,,20260717_154935,exp2,,,,,,
client:time_20260717_155923,exp_20260717_160033,,20260717_155923,exp3,,,,,,
client:time_20260717_162513,exp_20260717_162612,,20260717_162513,exp5,,,,,,
client:time_20260717_161448,exp_20260717_161505,,20260717_161448,exp4,,,,,,
client:time_20260717_173921,exp_20260717_173948,,20260717_173921,exp1,,,,,,
client:time_20260717_174823,exp_20260717_174912,,20260717_174823,exp2,,,,,,
client:time_20260717_175903,exp_20260717_175943,,20260717_175903,exp3,,,,,,
client:time_20260717_182906,exp_20260717_182924,,20260717_182906,exp5,,,,,,
client:time_20260717_180844,exp_20260717_180902,,20260717_180844,exp4,,,,,,
client:time_20260717_143412,exp_20260717_143429,,20260717_143412,exp1,,,,,,
client:time_20260717_144536,exp_20260717_144618,,20260717_144536,exp2,,,,,,
client:time_20260717_145702,exp_20260717_145757,,20260717_145702,exp3,,,,,,
client:time_20260717_151958,exp_20260717_152014,,20260717_151958,exp5,,,,,,
client:time_20260717_150850,exp_20260717_150910,,20260717_150850,exp4,,,,,,
client:time_20260717_113917,exp_20260717_114136,,20260717_113917,exp1,,,,,,
client:time_20260717_115138,exp_20260717_115316,,20260717_115138,exp2,,,,,,
client:time_20260717_121539,exp_20260717_121601,,20260717_121539,exp3,,,,,,
client:time_20260717_125748,exp_20260717_125830,,20260717_125748,exp5,,,,,,
client:time_20260717_124100,exp_20260717_124216,,20260717_124100,exp4,,,,,,
client:time_20260717_164209,exp_20260717_164228,,20260717_164209,exp1,,,,,,
client:time_20260717_165506,exp_20260717_165525,,20260717_165506,exp2,,,,,,
client:time_20260717_170702,exp_20260717_170738,,20260717_170702,exp3,,,,,,
client:time_20260717_172905,exp_20260717_173004,,20260717_172905,exp5,,,,,,
client:time_20260717_171747,exp_20260717_171819,,20260717_171747,exp4,,,,,,
client:time_20260717_132121,exp_20260717_132227,,20260717_132121,exp1,,,,,,
client:time_20260717_133250,exp_20260717_133343,,20260717_133250,exp2,,,,,,
client:time_20260717_135330,exp_20260717_135354,,20260717_135330,exp3,,,,,,
client:time_20260717_141815,exp_20260717_141915,,20260717_141815,exp5,,,,,,
client:time_20260717_140506,exp_20260717_140524,,20260717_140506,exp4,,,,,,
client:time_20260719_172914,exp_20260719_172935,,20260719_172914,exp1,,,,,,
client:time_20260721_202249,exp_20260721_202321,,20260721_202249,exp1,,,,,,
client:time_20260719_162705,exp_20260719_162722,,20260719_162705,exp1,,,,,,
client:time_20260719_182328,exp_20260719_182400,,20260719_182328,exp1,,,,,,
client:time_20260719_164600,exp_20260719_164635,,20260719_164600,exp1,,,,,,
client:time_20260719_170319,exp_20260719_170403,,20260719_170319,exp1,,,,,,
client:time_20260718_150110,exp_20260718_150147,,20260718_150110,exp1,,,,,,
client:time_20260721_190616,exp_20260721_190648,,20260721_190616,exp1,,,,,,
client:time_20260718_181708,exp_20260718_181729,,20260718_181708,exp2,,,,,,
client:time_20260718_124900,exp_20260718_124931,,20260718_124900,exp1,,,,,,
client:time_20260718_140015,exp_20260718_140101,,20260718_140015,exp1,,,,,,
client:time_20260718_141955,exp_20260718_142028,,20260718_141955,exp1,,,,,,
client:time_20260721_172041,exp_20260721_172107,,20260721_172041,exp1,,,,,,
client:time_20260721_173714,exp_20260721_173843,,20260721_173714,exp1,,,,,,
client:time_20260721_155418,exp_20260721_155448,,20260721_155418,exp1,,,,,,
client:time_20260721_162149,exp_20260721_162246,,20260721_162149,exp1,,,,,,
client:time_20260721_163705,exp_20260721_163803,,20260721_163705,exp1,,,,,,
client:time_20260721_145614,exp_20260721_145652,,20260721_145614,exp1,,,,,,
client:time_20260721_151014,exp_20260721_151140,,20260721_151014,exp1,,,,,,
client:time_20260721_141545,exp_20260721_141602,,20260721_141545,exp1,,,,,,
client:time_20260721_143313,exp_20260721_143325,,20260721_143313,exp1,,,,,,
client:time_20260721_144322,exp_20260721_144336,,20260721_144322,exp1,,,,,,
client:time_20260721_200803,exp_20260721_200824,,20260721_200803,exp1,,,,,,
client:time_20260719_152013,exp_20260719_152029,,20260719_152013,exp1,,,,,,
client:time_20260721_195415,exp_20260721_195445,,20260721_195415,exp1,,,,,,
client:time_20260721_194123,exp_20260721_194134,,20260721_194123,exp1,,,,,,
client:time_20260719_142112,exp_20260719_142153,,20260719_142112,exp1,,,,,,
client:time_20260719_143840,exp_20260719_143859,,20260719_143840,exp1,,,,,,
client:time_20260721_183759,exp_20260721_183821,,20260721_183759,exp1,,,,,,
client:time_20260721_185131,exp_20260721_185230,,20260721_185131,exp1,,,,,,
client:time_20260721_175627,exp_20260721_175647,,20260721_175627,exp1,,,,,,
client:time_20260721_181039,exp_20260721_181053,,20260721_181039,exp1,,,,,,
client:time_20260721_182103,exp_20260721_182136,,20260721_182103,exp1,,,,,,
client:time_20260512_210605,exp_20260512_210802,,20260512_210605,exp7,,,,,,
client:time_20260512_155030,exp_20260512_155038,,20260512_155030,exp1,,,,,,
client:time_20260512_163450,exp_20260512_163602,,20260512_163450,exp2,,,,,,
client:time_20260512_195036,exp_20260512_195104,,20260512_195036,exp6,,,,,,
client:time_20260512_170300,exp_20260512_170423,,20260512_170300,exp3,,,,,,
client:time_20260512_185948,exp_20260512_185957,,20260512_185948,exp5,,,,,,
client:time_20260512_181356,exp_20260512_181427,,20260512_181356,exp4,,,,,,
client:time_20260512_203037,exp_20260512_203048,,20260512_203037,exp1,,,,,,
client:time_20260512_205113,exp_20260512_205131,,20260512_205113,exp2,,,,,,
client:time_20260512_215850,exp_20260512_215908,,20260512_215850,exp3,,,,,,
client:time_20260512_222336,exp_20260512_222357,,20260512_222336,exp5,,,,,,
client:time_20260512_220824,exp_20260512_220857,,20260512_220824,exp4,,,,,,
client:time_20260516_054448,exp_20260516_054516,,20260516_054448,exp1,,,,,,
client:time_20260516_062255,exp_20260516_062322,,20260516_062255,exp2,,,,,,
client:time_20260516_070653,exp_20260516_070721,,20260516_070653,exp1,,,,,,
client:time_20260724_223221,exp_20260724_223430,,20260724_223221,exp1,,,,,,
client:time_20260724_230208,exp_20260724_230348,,20260724_230208,exp2,,,,,,
client:time_20260724_210221,exp_20260724_210230,,20260724_210221,exp1,,,,,,
client:time_20260724_212406,exp_20260724_212446,,20260724_212406,exp2,,,,,,
client:time_20260724_232310,exp_20260724_232552,,20260724_232310,exp1,,,,,,
client:time_20260724_234705,exp_20260724_234935,,20260724_234705,exp2,,,,,,
client:time_20260725_005905,exp_20260725_010026,,20260725_005905,exp1,,,,,,
client:time_20260725_012608,exp_20260725_012802,,20260725_012608,exp2,,,,,,
client:time_20260724_214759,exp_20260724_214847,,20260724_214759,exp1,,,,,,
client:time_20260724_220918,exp_20260724_221122,,20260724_220918,exp2,,,,,,
client:time_20260725_001437,exp_20260725_001603,,20260725_001437,exp1,,,,,,
client:time_20260725_003459,exp_20260725_003611,,20260725_003459,exp2,,,,,,
client:time_20260725_174814,exp_20260725_175148,,20260725_174814,exp1,,,,,,
client:time_20260725_181653,exp_20260725_182112,,20260725_181653,exp1,,,,,,
client:time_20260725_162756,exp_20260725_163059,,20260725_162756,exp1,,,,,,
client:time_20260725_165156,exp_20260725_165504,,20260725_165156,exp1,,,,,,
client:time_20260725_171818,exp_20260725_172042,,20260725_171818,exp1,,,,,,
client:time_20260725_133613,exp_20260725_133934,,20260725_133613,exp1,,,,,,
