component_run_id,experiment_id,run_id,file_timestamp,condition,defense,attack,raw_attack,model,dataset,repetition
client:time_20260725_140101,exp_20260725_140406,,20260725_140101,exp1,,,,,,
client:time_20260725_115923,exp_20260725_115929,,20260725_115923,exp1,,,,,,
client:time_20260725_122232,exp_20260725_122659,,20260725_122232,exp1,,,,,,
client:time_20260725_125046,exp_20260725_125127,,20260725_125046,exp2,,,,,,
client:time_20260725_131530,exp_20260725_131806,,20260725_131530,exp1,,,,,,
client:time_20260725_203247,exp_20260725_203602,,20260725_203247,exp1,,,,,,
client:time_20260725_213339,exp_20260725_213720,,20260725_213339,exp1,,,,,,
client:time_20260725_191432,exp_20260725_192016,,20260725_191432,exp1,,,,,,
client:time_20260725_194228,exp_20260725_194605,,20260725_194228,exp1,,,,,,
client:time_20260725_210042,exp_20260725_210506,,20260725_210042,exp1,,,,,,
client:time_20260726_020112,exp_20260726_020522,,20260726_020112,exp1,,,,,,
client:time_20260726_003708,exp_20260726_004113,,20260726_003708,exp1,,,,,,
client:time_20260726_010301,exp_20260726_010945,,20260726_010301,exp1,,,,,,
client:time_20260726_013408,exp_20260726_013757,,20260726_013408,exp1,,,,,,
client:time_20260725_154004,exp_20260725_154258,,20260725_154004,exp1,,,,,,
client:time_20260725_160507,exp_20260725_160817,,20260725_160507,exp1,,,,,,
client:time_20260725_142356,exp_20260725_142608,,20260725_142356,exp1,,,,,,
client:time_20260725_144459,exp_20260725_144649,,20260725_144459,exp1,,,,,,
client:time_20260725_151423,exp_20260725_151425,,20260725_151423,exp1,,,,,,
client:time_20260725_234256,exp_20260725_234749,,20260725_234256,exp1,,,,,,
client:time_20260726_001138,exp_20260726_001614,,20260726_001138,exp1,,,,,,
client:time_20260725_215803,exp_20260725_220246,,20260725_215803,exp1,,,,,,
client:time_20260725_222426,exp_20260725_222735,,20260725_222426,exp1,,,,,,
client:time_20260725_225601,exp_20260725_231757,,20260725_225601,exp1,,,,,,
client:time_20260722_130831,exp_20260722_130831,,20260722_130831,exp1,,,,,,
client:time_20260722_133539,exp_20260722_133539,,20260722_133539,exp2,,,,,,
client:time_20260722_112656,exp_20260722_112656,,20260722_112656,exp1,,,,,,
client:time_20260722_115206,exp_20260722_115206,,20260722_115206,exp2,,,,,,
client:time_20260722_140038,exp_20260722_140038,,20260722_140038,exp1,,,,,,
client:time_20260722_142620,exp_20260722_142620,,20260722_142620,exp2,,,,,,
client:time_20260722_170031,exp_20260722_170031,,20260722_170031,exp1,,,,,,
client:time_20260722_163212,exp_20260722_163212,,20260722_163212,exp2,,,,,,
client:time_20260722_121927,exp_20260722_121927,,20260722_121927,exp1,,,,,,
client:time_20260722_124349,exp_20260722_124349,,20260722_124349,exp2,,,,,,
client:time_20260722_145642,exp_20260722_145642,,20260722_145642,exp1,,,,,,
client:time_20260722_153240,exp_20260722_153240,,20260722_153240,exp2,,,,,,
client:time_20260722_234637,exp_20260722_234637,,20260722_234637,exp1,,,,,,
client:time_20260723_001853,exp_20260723_001853,,20260723_001853,exp1,,,,,,
client:time_20260722_222431,exp_20260722_222431,,20260722_222431,exp1,,,,,,
client:time_20260722_225211,exp_20260722_225211,,20260722_225211,exp1,,,,,,
client:time_20260722_232244,exp_20260722_232244,,20260722_232244,exp1,,,,,,
client:time_20260722_191055,exp_20260722_191055,,20260722_191055,exp1,,,,,,
client:time_20260722_194153,exp_20260722_194153,,20260722_194153,exp1,,,,,,
client:time_20260722_172613,exp_20260722_172613,,20260722_172613,exp1,,,,,,
client:time_20260722_180135,exp_20260722_180135,,20260722_180135,exp1,,,,,,
client:time_20260722_184855,exp_20260722_184855,,20260722_184855,exp1,,,,,,
client:time_20260722_213607,exp_20260722_213607,,20260722_213607,exp1,,,,,,
client:time_20260722_215809,exp_20260722_215809,,20260722_215809,exp1,,,,,,
client:time_20260722_200901,exp_20260722_200901,,20260722_200901,exp1,,,,,,
client:time_20260722_203919,exp_20260722_203919,,20260722_203919,exp1,,,,,,
client:time_20260722_210621,exp_20260722_210621,,20260722_210621,exp1,,,,,,
client:time_20260717_153448,exp_20260717_153526,,20260717_153448,exp1,,,,,,
client:time_20260717_154639,exp_20260717_154738,,20260717_154639,exp2,,,,,,
client:time_20260717_155801,exp_20260717_155827,,20260717_155801,exp3,,,,,,
client:time_20260717_162415,exp_20260717_162442,,20260717_162415,exp5,,,,,,
client:time_20260717_161152,exp_20260717_161208,,20260717_161152,exp4,,,,,,
client:time_20260717_173813,exp_20260717_173824,,20260717_173813,exp1,,,,,,
client:time_20260717_174718,exp_20260717_174731,,20260717_174718,exp2,,,,,,
client:time_20260717_175648,exp_20260717_175659,,20260717_175648,exp3,,,,,,
client:time_20260717_182730,exp_20260717_182805,,20260717_182730,exp5,,,,,,
client:time_20260717_180736,exp_20260717_180754,,20260717_180736,exp4,,,,,,
client:time_20260717_143140,exp_20260717_143151,,20260717_143140,exp1,,,,,,
client:time_20260717_144417,exp_20260717_144430,,20260717_144417,exp2,,,,,,
client:time_20260717_145553,exp_20260717_145621,,20260717_145553,exp3,,,,,,
client:time_20260717_151800,exp_20260717_151831,,20260717_151800,exp5,,,,,,
client:time_20260717_150747,exp_20260717_150800,,20260717_150747,exp4,,,,,,
client:time_20260717_113914,exp_20260717_114055,,20260717_113914,exp1,,,,,,
client:time_20260717_115044,exp_20260717_115357,,20260717_115044,exp2,,,,,,
client:time_20260717_121448,exp_20260717_121522,,20260717_121448,exp3,,,,,,
client:time_20260717_125618,exp_20260717_125915,,20260717_125618,exp5,,,,,,
client:time_20260717_123906,exp_20260717_124242,,20260717_123906,exp4,,,,,,
client:time_20260717_164002,exp_20260717_164013,,20260717_164002,exp1,,,,,,
client:time_20260717_165306,exp_20260717_165317,,20260717_165306,exp2,,,,,,
client:time_20260717_170437,exp_20260717_170448,,20260717_170437,exp3,,,,,,
client:time_20260717_172701,exp_20260717_172720,,20260717_172701,exp5,,,,,,
client:time_20260717_171623,exp_20260717_171635,,20260717_171623,exp4,,,,,,
client:time_20260717_131952,exp_20260717_132326,,20260717_131952,exp1,,,,,,
client:time_20260717_133058,exp_20260717_133413,,20260717_133058,exp2,,,,,,
client:time_20260717_135114,exp_20260717_135128,,20260717_135114,exp3,,,,,,
client:time_20260717_141543,exp_20260717_141603,,20260717_141543,exp5,,,,,,
client:time_20260717_140319,exp_20260717_140354,,20260717_140319,exp4,,,,,,
client:time_20260719_172130,exp_20260719_172546,,20260719_172130,exp1,,,,,,
client:time_20260721_202153,exp_20260721_202214,,20260721_202153,exp1,,,,,,
client:time_20260719_162632,exp_20260719_162646,,20260719_162632,exp1,,,,,,
client:time_20260719_182249,exp_20260719_182301,,20260719_182249,exp1,,,,,,
client:time_20260719_164213,exp_20260719_164224,,20260719_164213,exp1,,,,,,
client:time_20260719_170106,exp_20260719_170119,,20260719_170106,exp1,,,,,,
client:time_20260719_205218,exp_20260719_205229,,20260719_205218,exp1,,,,,,
client:time_20260721_190518,exp_20260721_190550,,20260721_190518,exp1,,,,,,
client:time_20260718_181427,exp_20260718_181439,,20260718_181427,exp2,,,,,,
client:time_20260718_124812,exp_20260718_124829,,20260718_124812,exp1,,,,,,
client:time_20260718_140003,exp_20260718_140036,,20260718_140003,exp1,,,,,,
client:time_20260718_141604,exp_20260718_141632,,20260718_141604,exp1,,,,,,
client:time_20260721_173445,exp_20260721_173450,,20260721_173445,exp1,,,,,,
client:time_20260721_155006,exp_20260721_155336,,20260721_155006,exp1,,,,,,
client:time_20260721_163300,exp_20260721_163352,,20260721_163300,exp1,,,,,,
client:time_20260721_145441,exp_20260721_145554,,20260721_145441,exp1,,,,,,
client:time_20260721_150720,exp_20260721_150826,,20260721_150720,exp1,,,,,,
client:time_20260721_141542,exp_20260721_141557,,20260721_141542,exp1,,,,,,
client:time_20260721_143224,exp_20260721_143241,,20260721_143224,exp1,,,,,,
client:time_20260721_144111,exp_20260721_144416,,20260721_144111,exp1,,,,,,
client:time_20260721_200648,exp_20260721_200726,,20260721_200648,exp1,,,,,,
client:time_20260719_151652,exp_20260719_151704,,20260719_151652,exp1,,,,,,
client:time_20260721_195253,exp_20260721_195329,,20260721_195253,exp1,,,,,,
client:time_20260721_194041,exp_20260721_194059,,20260721_194041,exp1,,,,,,
client:time_20260719_142009,exp_20260719_142020,,20260719_142009,exp1,,,,,,
client:time_20260719_143650,exp_20260719_143707,,20260719_143650,exp1,,,,,,
client:time_20260721_183646,exp_20260721_183651,,20260721_183646,exp1,,,,,,
client:time_20260721_175523,exp_20260721_175545,,20260721_175523,exp1,,,,,,
client:time_20260721_184954,exp_20260721_185032,,20260721_184954,exp1,,,,,,
client:time_20260721_180855,exp_20260721_180900,,20260721_180855,exp1,,,,,,
client:time_20260721_181930,exp_20260721_182010,,20260721_181930,exp1,,,,,,
client:time_20260724_223052,exp_20260724_223423,,20260724_223052,exp1,,,,,,
client:time_20260724_230027,exp_20260724_230340,,20260724_230027,exp2,,,,,,
client:time_20260724_210233,exp_20260724_210235,,20260724_210233,exp1,,,,,,
client:time_20260724_212410,exp_20260724_212437,,20260724_212410,exp2,,,,,,
client:time_20260724_232146,exp_20260724_232546,,20260724_232146,exp1,,,,,,
client:time_20260724_234455,exp_20260724_234929,,20260724_234455,exp2,,,,,,
client:time_20260725_005732,exp_20260725_010021,,20260725_005732,exp1,,,,,,
client:time_20260725_012509,exp_20260725_012748,,20260725_012509,exp2,,,,,,
client:time_20260724_214755,exp_20260724_214840,,20260724_214755,exp1,,,,,,
client:time_20260724_220751,exp_20260724_221117,,20260724_220751,exp2,,,,,,
client:time_20260725_001344,exp_20260725_001554,,20260725_001344,exp1,,,,,,
client:time_20260725_003339,exp_20260725_003606,,20260725_003339,exp2,,,,,,
client:time_20260725_174221,exp_20260725_175142,,20260725_174221,exp1,,,,,,
client:time_20260725_181452,exp_20260725_182106,,20260725_181452,exp1,,,,,,
client:time_20260725_162611,exp_20260725_163054,,20260725_162611,exp1,,,,,,
client:time_20260725_164842,exp_20260725_165500,,20260725_164842,exp1,,,,,,
client:time_20260725_133357,exp_20260725_133926,,20260725_133357,exp1,,,,,,
client:time_20260725_135826,exp_20260725_140348,,20260725_135826,exp1,,,,,,
client:time_20260725_115913,exp_20260725_115925,,20260725_115913,exp1,,,,,,
client:time_20260725_121956,exp_20260725_122652,,20260725_121956,exp1,,,,,,
client:time_20260725_124903,exp_20260725_125118,,20260725_124903,exp2,,,,,,
client:time_20260725_131544,exp_20260725_131755,,20260725_131544,exp1,,,,,,
client:time_20260725_203100,exp_20260725_203550,,20260725_203100,exp1,,,,,,
client:time_20260725_213056,exp_20260725_213715,,20260725_213056,exp1,,,,,,
client:time_20260725_205354,exp_20260725_210447,,20260725_205354,exp1,,,,,,
client:time_20260725_191231,exp_20260725_192002,,20260725_191231,exp1,,,,,,
client:time_20260725_193748,exp_20260725_194557,,20260725_193748,exp1,,,,,,
client:time_20260726_023104,exp_20260726_023419,,20260726_023104,exp1,,,,,,
client:time_20260726_003717,exp_20260726_004104,,20260726_003717,exp1,,,,,,
client:time_20260726_010443,exp_20260726_010939,,20260726_010443,exp1,,,,,,
client:time_20260726_013410,exp_20260726_013750,,20260726_013410,exp1,,,,,,
client:time_20260725_153801,exp_20260725_154243,,20260725_153801,exp1,,,,,,
client:time_20260725_160423,exp_20260725_160808,,20260725_160423,exp1,,,,,,
client:time_20260725_142221,exp_20260725_142557,,20260725_142221,exp1,,,,,,
client:time_20260725_144211,exp_20260725_144642,,20260725_144211,exp1,,,,,,
client:time_20260725_150934,exp_20260725_151350,,20260725_150934,exp1,,,,,,
client:time_20260725_234436,exp_20260725_234747,,20260725_234436,exp1,,,,,,
client:time_20260726_001420,exp_20260726_001605,,20260726_001420,exp1,,,,,,
client:time_20260725_215540,exp_20260725_220240,,20260725_215540,exp1,,,,,,
client:time_20260725_224409,exp_20260725_231754,,20260725_224409,exp1,,,,,,
