timestamp,client_id,round,round_start,round_end,round_duration_s
2026-07-28T22:35:14.887,10.42.0.1,1,1785292198.9122157,1785292514.887852,315.9756362438202
2026-07-28T22:35:14.913,10.42.0.18,1,1785292203.628755,1785292514.913229,311.2844738960266
2026-07-28T22:35:14.919,10.42.0.47,1,1785292200.3253655,1785292514.9191675,314.59380197525024
2026-07-28T22:35:14.945,10.42.0.145,1,1785292198.8411498,1785292514.9457986,316.10464882850647
2026-07-28T22:35:14.967,10.42.0.59,1,1785292208.1769297,1785292514.9673183,306.79038858413696
2026-07-28T22:35:15.002,10.42.0.210,1,1785292507.8709745,1785292515.0024295,7.131454944610596
2026-07-28T22:35:17.264,10.42.0.1,2,1785292514.887852,1785292517.2644374,2.3765854835510254
2026-07-28T22:35:17.318,10.42.0.59,2,1785292514.9673183,1785292517.3185937,2.3512754440307617
2026-07-28T22:35:17.327,10.42.0.18,2,1785292514.913229,1785292517.3272076,2.4139785766601562
2026-07-28T22:35:17.345,10.42.0.210,2,1785292515.0024295,1785292517.3451407,2.3427112102508545
2026-07-28T22:35:17.381,10.42.0.47,2,1785292514.9191675,1785292517.3815088,2.46234130859375
2026-07-28T22:35:20.039,10.42.0.1,3,1785292517.2644374,1785292520.0390482,2.774610757827759
2026-07-28T22:35:20.073,10.42.0.210,3,1785292517.3451407,1785292520.0731485,2.7280077934265137
2026-07-28T22:35:20.081,10.42.0.47,3,1785292517.3815088,1785292520.0816157,2.7001068592071533
2026-07-28T22:35:20.091,10.42.0.145,2,1785292514.9457986,1785292520.091621,5.145822286605835
2026-07-28T22:35:20.101,10.42.0.59,3,1785292517.3185937,1785292520.1013174,2.7827236652374268
2026-07-28T22:35:20.104,10.42.0.18,3,1785292517.3272076,1785292520.1046526,2.777445077896118
2026-07-28T22:35:22.058,10.42.0.1,4,1785292520.0390482,1785292522.058519,2.019470691680908
2026-07-28T22:35:22.091,10.42.0.18,4,1785292520.1046526,1785292522.0919785,1.98732590675354
2026-07-28T22:35:22.095,10.42.0.47,4,1785292520.0816157,1785292522.0950546,2.0134389400482178
2026-07-28T22:35:22.103,10.42.0.59,4,1785292520.1013174,1785292522.1030405,2.001723051071167
2026-07-28T22:35:22.104,10.42.0.210,4,1785292520.0731485,1785292522.1046882,2.0315396785736084
2026-07-28T22:35:24.538,10.42.0.1,5,1785292522.058519,1785292524.5389025,2.4803836345672607
2026-07-28T22:35:24.566,10.42.0.18,5,1785292522.0919785,1785292524.5660515,2.4740729331970215
2026-07-28T22:35:24.569,10.42.0.210,5,1785292522.1046882,1785292524.5692503,2.464562177658081
2026-07-28T22:35:24.571,10.42.0.47,5,1785292522.0950546,1785292524.5719662,2.4769115447998047
2026-07-28T22:35:26.891,10.42.0.1,6,1785292524.5389025,1785292526.89115,2.352247476577759
2026-07-28T22:35:26.944,10.42.0.18,6,1785292524.5660515,1785292526.9446807,2.378629207611084
2026-07-28T22:35:26.955,10.42.0.210,6,1785292524.5692503,1785292526.9550118,2.3857614994049072
2026-07-28T22:35:27.054,10.42.0.47,6,1785292524.5719662,1785292527.0543637,2.4823975563049316
2026-07-28T22:35:29.295,10.42.0.1,7,1785292526.89115,1785292529.2958333,2.4046833515167236
2026-07-28T22:35:29.325,10.42.0.18,7,1785292526.9446807,1785292529.3253334,2.380652666091919
2026-07-28T22:35:29.331,10.42.0.47,7,1785292527.0543637,1785292529.331409,2.277045249938965
2026-07-28T22:35:29.336,10.42.0.59,5,1785292522.1030405,1785292529.336839,7.233798503875732
2026-07-28T22:35:29.339,10.42.0.210,7,1785292526.9550118,1785292529.339848,2.384836196899414
2026-07-28T22:35:29.347,10.42.0.145,3,1785292520.091621,1785292529.34721,9.255589008331299
2026-07-28T22:35:31.730,10.42.0.1,8,1785292529.2958333,1785292531.730869,2.4350357055664062
2026-07-28T22:35:31.772,10.42.0.47,8,1785292529.331409,1785292531.7721474,2.4407384395599365
2026-07-28T22:35:31.783,10.42.0.210,8,1785292529.339848,1785292531.7831063,2.443258285522461
2026-07-28T22:35:31.794,10.42.0.18,8,1785292529.3253334,1785292531.7948208,2.469487428665161
2026-07-28T22:35:34.457,10.42.0.1,9,1785292531.730869,1785292534.457765,2.726896047592163
2026-07-28T22:35:34.491,10.42.0.210,9,1785292531.7831063,1785292534.4917467,2.7086403369903564
2026-07-28T22:35:34.504,10.42.0.47,9,1785292531.7721474,1785292534.5046442,2.732496738433838
2026-07-28T22:35:34.508,10.42.0.18,9,1785292531.7948208,1785292534.5089412,2.714120388031006
2026-07-28T22:35:36.729,10.42.0.1,10,1785292534.457765,1785292536.72973,2.2719647884368896
2026-07-28T22:35:36.760,10.42.0.145,4,1785292529.34721,1785292536.7608082,7.413598299026489
2026-07-28T22:35:36.776,10.42.0.210,10,1785292534.4917467,1785292536.7768774,2.285130739212036
2026-07-28T22:35:36.785,10.42.0.47,10,1785292534.5046442,1785292536.7855692,2.2809250354766846
2026-07-28T22:35:36.800,10.42.0.18,10,1785292534.5089412,1785292536.8007731,2.2918319702148438
2026-07-28T22:35:38.899,10.42.0.1,11,1785292536.72973,1785292538.8993962,2.169666290283203
2026-07-28T22:35:38.943,10.42.0.210,11,1785292536.7768774,1785292538.9438338,2.1669564247131348
2026-07-28T22:35:38.948,10.42.0.145,5,1785292536.7608082,1785292538.9489908,2.1881825923919678
2026-07-28T22:35:38.996,10.42.0.18,11,1785292536.8007731,1785292538.9967084,2.1959352493286133
2026-07-28T22:35:39.005,10.42.0.59,6,1785292529.336839,1785292539.0052483,9.66840934753418
2026-07-28T22:35:39.024,10.42.0.47,11,1785292536.7855692,1785292539.0249844,2.239415168762207
2026-07-28T22:35:41.180,10.42.0.1,12,1785292538.8993962,1785292541.1805332,2.281136989593506
2026-07-28T22:35:41.214,10.42.0.18,12,1785292538.9967084,1785292541.2146463,2.21793794631958
2026-07-28T22:35:41.221,10.42.0.210,12,1785292538.9438338,1785292541.2218308,2.2779970169067383
2026-07-28T22:35:41.223,10.42.0.47,12,1785292539.0249844,1785292541.2230418,2.1980574131011963
2026-07-28T22:35:43.323,10.42.0.1,13,1785292541.1805332,1785292543.3234928,2.1429595947265625
2026-07-28T22:35:43.352,10.42.0.18,13,1785292541.2146463,1785292543.3521643,2.1375179290771484
2026-07-28T22:35:43.364,10.42.0.145,6,1785292538.9489908,1785292543.3644233,4.415432453155518
2026-07-28T22:35:43.367,10.42.0.210,13,1785292541.2218308,1785292543.3677533,2.1459224224090576
2026-07-28T22:35:43.380,10.42.0.47,13,1785292541.2230418,1785292543.3805366,2.1574947834014893
2026-07-28T22:35:45.635,10.42.0.1,14,1785292543.3234928,1785292545.6356544,2.312161684036255
2026-07-28T22:35:45.707,10.42.0.210,14,1785292543.3677533,1785292545.7075312,2.339777946472168
2026-07-28T22:35:45.717,10.42.0.18,14,1785292543.3521643,1785292545.717476,2.365311622619629
2026-07-28T22:35:45.719,10.42.0.47,14,1785292543.3805366,1785292545.7199993,2.3394627571105957
2026-07-28T22:35:47.980,10.42.0.1,15,1785292545.6356544,1785292547.9807162,2.345061779022217
2026-07-28T22:35:48.003,10.42.0.145,7,1785292543.3644233,1785292548.003467,4.639043807983398
2026-07-28T22:35:48.013,10.42.0.47,15,1785292545.7199993,1785292548.0132873,2.293287992477417
2026-07-28T22:35:48.019,10.42.0.18,15,1785292545.717476,1785292548.0197258,2.3022499084472656
2026-07-28T22:35:48.026,10.42.0.210,15,1785292545.7075312,1785292548.0264652,2.3189339637756348
2026-07-28T22:35:50.118,10.42.0.1,16,1785292547.9807162,1785292550.1187985,2.138082265853882
2026-07-28T22:35:50.151,10.42.0.210,16,1785292548.0264652,1785292550.151611,2.12514591217041
2026-07-28T22:35:50.155,10.42.0.47,16,1785292548.0132873,1785292550.1557422,2.1424548625946045
2026-07-28T22:35:50.173,10.42.0.18,16,1785292548.0197258,1785292550.1732383,2.153512477874756
2026-07-28T22:35:52.582,10.42.0.1,17,1785292550.1187985,1785292552.5827923,2.463993787765503
2026-07-28T22:35:52.620,10.42.0.210,17,1785292550.151611,1785292552.6204095,2.4687983989715576
2026-07-28T22:35:52.623,10.42.0.59,7,1785292539.0052483,1785292552.623697,13.618448734283447
2026-07-28T22:35:52.629,10.42.0.18,17,1785292550.1732383,1785292552.629019,2.4557807445526123
2026-07-28T22:35:52.637,10.42.0.47,17,1785292550.1557422,1785292552.6377277,2.481985569000244
2026-07-28T22:35:55.186,10.42.0.1,18,1785292552.5827923,1785292555.1866071,2.6038148403167725
2026-07-28T22:35:55.219,10.42.0.47,18,1785292552.6377277,1785292555.2193832,2.581655502319336
2026-07-28T22:35:55.237,10.42.0.210,18,1785292552.6204095,1785292555.2378988,2.6174893379211426
2026-07-28T22:35:55.250,10.42.0.18,18,1785292552.629019,1785292555.2509367,2.621917724609375
2026-07-28T22:35:57.428,10.42.0.1,19,1785292555.1866071,1785292557.4288402,2.2422330379486084
2026-07-28T22:35:57.463,10.42.0.18,19,1785292555.2509367,1785292557.463558,2.2126212120056152
2026-07-28T22:35:57.466,10.42.0.47,19,1785292555.2193832,1785292557.4666662,2.2472829818725586
2026-07-28T22:35:57.476,10.42.0.210,19,1785292555.2378988,1785292557.476911,2.2390122413635254
2026-07-28T22:35:59.670,10.42.0.1,20,1785292557.4288402,1785292559.6709518,2.2421116828918457
2026-07-28T22:35:59.705,10.42.0.210,20,1785292557.476911,1785292559.705774,2.228863000869751
2026-07-28T22:35:59.709,10.42.0.18,20,1785292557.463558,1785292559.7090044,2.2454464435577393
2026-07-28T22:35:59.741,10.42.0.47,20,1785292557.4666662,1785292559.741388,2.27472186088562
2026-07-28T22:36:01.804,10.42.0.1,21,1785292559.6709518,1785292561.8045585,2.1336066722869873
2026-07-28T22:36:01.830,10.42.0.210,21,1785292559.705774,1785292561.830231,2.1244568824768066
2026-07-28T22:36:01.833,10.42.0.47,21,1785292559.741388,1785292561.833532,2.092144012451172
2026-07-28T22:36:01.840,10.42.0.59,8,1785292552.623697,1785292561.8400364,9.216339349746704
2026-07-28T22:36:01.856,10.42.0.18,21,1785292559.7090044,1785292561.8562434,2.1472389698028564
2026-07-28T22:36:04.149,10.42.0.1,22,1785292561.8045585,1785292564.1494818,2.344923257827759
2026-07-28T22:36:04.175,10.42.0.210,22,1785292561.830231,1785292564.1754537,2.3452227115631104
2026-07-28T22:36:04.178,10.42.0.18,22,1785292561.8562434,1785292564.1780336,2.3217902183532715
2026-07-28T22:36:04.182,10.42.0.47,22,1785292561.833532,1785292564.182938,2.3494060039520264
2026-07-28T22:36:06.676,10.42.0.1,23,1785292564.1494818,1785292566.6764863,2.5270044803619385
2026-07-28T22:36:06.707,10.42.0.47,23,1785292564.182938,1785292566.7072737,2.5243356227874756
2026-07-28T22:36:06.744,10.42.0.210,23,1785292564.1754537,1785292566.7444036,2.5689499378204346
2026-07-28T22:36:09.121,10.42.0.1,24,1785292566.6764863,1785292569.121622,2.4451358318328857
2026-07-28T22:36:09.148,10.42.0.210,24,1785292566.7444036,1785292569.1487682,2.404364585876465
2026-07-28T22:36:09.171,10.42.0.47,24,1785292566.7072737,1785292569.1717134,2.464439630508423
2026-07-28T22:36:09.176,10.42.0.18,23,1785292564.1780336,1785292569.1760747,4.998041152954102
2026-07-28T22:36:09.181,10.42.0.59,9,1785292561.8400364,1785292569.1819196,7.341883182525635
2026-07-28T22:36:11.225,10.42.0.1,25,1785292569.121622,1785292571.2258549,2.1042327880859375
2026-07-28T22:36:11.252,10.42.0.145,8,1785292548.003467,1785292571.252932,23.249464988708496
2026-07-28T22:36:11.265,10.42.0.47,25,1785292569.1717134,1785292571.2657971,2.094083786010742
2026-07-28T22:36:11.272,10.42.0.210,25,1785292569.1487682,1785292571.272682,2.1239137649536133
2026-07-28T22:36:11.304,10.42.0.18,24,1785292569.1760747,1785292571.3047047,2.1286299228668213
2026-07-28T22:36:13.920,10.42.0.1,26,1785292571.2258549,1785292573.9205089,2.6946539878845215
2026-07-28T22:36:13.938,10.42.0.210,26,1785292571.272682,1785292573.9385371,2.6658551692962646
2026-07-28T22:36:13.947,10.42.0.18,25,1785292571.3047047,1785292573.9475632,2.6428585052490234
2026-07-28T22:36:13.961,10.42.0.47,26,1785292571.2657971,1785292573.9619427,2.696145534515381
2026-07-28T22:36:16.038,10.42.0.1,27,1785292573.9205089,1785292576.038638,2.118129253387451
